zone,state,lga,sector,ea,hhid,interviewer_id,wt_round7,wt_r7panel,s5q1f,s5q1f_os,s5q1g,s5q1h,s5q1h_os,s5q1i,s5q1i_os,s5q1j,s5q1k,s5q1k_os,s5q1l,s5q1m,s5q1m_os,s5q1c,s5q1d,s5q1e,emp_case,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q6a,s6q8b1,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q11b1,s6q11c,s6q12,s6q13,s6q14,s6q14_os,s8q1,s8q2,s8q3,s8q4,s8q5,s8q6,s8q7,s8q8,s9q1,s9q3__1,s9q3__2,s9q3__3,s9q3__4,s9q3__5,s9q3__6,s9q3__7,s9q3__8,s9q3__96,s9q3_os,s9q2,s9q4,s9q5,s9q6__1,s9q6__2,s9q6__3,s9q6__4,s9q6__5,s9q6__6,s9q6__96,s9q6_os,s9q7,s9q8,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,s12q5,s12q9,s12q10,s12q10_os,s12q10a,s12q11,s12q14
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,2,11930.300302883865,11565.271818008203,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. ONE,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,54,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,4. Not worried at all,0,0,0,0,0,1,0,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,0,1,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-11-11T09:10:54
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. PHONE TURNED OFF,,,,,,2020-11-22T14:06:20
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,6,10970.218004280614,10910.733221323408,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,35,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-11-12T11:04:52
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19035,2,10089.048676427026,10529.636043769648,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,4. Some of the time,4. Some of the time,2. TWO,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",16,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,2. The same as in September,,,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,4. Not worried at all,1,0,0,0,0,0,0,0,0,,3. Not much of a threat,2. NO,,,,,,,,,,1. YES,2. Gap has stayed the same,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,5. IGBO,,,0,2020-11-12T19:25:42
4. South East,1. Abia,104. BENDE,2. Rural,412,19038,6,6217.224065719186,6210.73092618666,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. TWO,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,10,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 6,2. NO,,,,,,,,,,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-11-07T18:58:55
4. South East,1. Abia,104. BENDE,2. Rural,412,19041,15,2741.6621485148726,3771.666504706745,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,4. Some of the time,4. Some of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",4. As an employee for a private company or another individual (not household member),,12,1. NFE TEMPORARILY CLOSED AT ROUND 6,,2. Temporarily closed,11. LACK OF CAPITAL OR LOSS OF WORKING CAPITAL,,2. NO,,,,,,2. NO,2. NO,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,3. Not too worried,0,0,0,0,0,1,0,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-11-09T20:14:28
4. South East,1. Abia,104. BENDE,2. Rural,412,19044,2,6675.191754617958,8045.948221489791,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,4. Some of the time,2. TWO,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,71,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS RECOMMENDATIONS,,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,4. Not worried at all,0,0,0,0,0,0,0,1,0,,3. Not much of a threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,5. IGBO,,,0,2020-11-12T19:06:20
4. South East,1. Abia,104. BENDE,2. Rural,412,19045,6,5333.097068753075,5920.376817133512,14. BOTTLED WATER/SACHET WATER/ WATER KIOSK,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. TWO,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,66,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,2. A moderate threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-11-11T16:04:01
4. South East,1. Abia,104. BENDE,2. Rural,1020,19051,2,30129.173974181256,33629.247854500834,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,4. Some of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",1. Only for sale,36,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 6,2. NO,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,4. Not worried at all,0,0,0,0,0,1,0,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-11-09T07:54:36
4. South East,1. Abia,104. BENDE,2. Rural,1020,19058,2,12933.844147887778,20430.303865828748,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,8,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,2. The same as in September,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,4. Not worried at all,1,0,0,0,0,0,0,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,4. YORUBA,,2. NO,0,2020-11-08T19:57:59
4. South East,1. Abia,104. BENDE,2. Rural,1020,19060,2,11361.175523942513,16580.00027744598,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,2. NO,13. FOCUS ON ANOTHER ACTIVITY,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",30,1. NFE TEMPORARILY CLOSED AT ROUND 6,,1. Open,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,4. Not worried at all,1,0,0,0,0,1,0,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-11-12T10:40:34
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19062,15,10268.071986495468,17677.63832600919,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,0. NONE,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",4. As an employee for a private company or another individual (not household member),,12,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,3. Not too worried,1,0,0,0,0,0,0,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,3,5. IGBO,,,0,2020-11-09T07:42:14
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19063,2,10653.990006999837,12511.492640368793,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,4. Some of the time,2. TWO,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",10,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 6,2. NO,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,3. Not too worried,1,0,0,0,0,0,0,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-11-12T18:09:55
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19064,2,9086.92542031295,10949.033744601806,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,4. Some of the time,4. Some of the time,0. NONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,6,1. NFE TEMPORARILY CLOSED AT ROUND 6,,2. Temporarily closed,11. LACK OF CAPITAL OR LOSS OF WORKING CAPITAL,,2. NO,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,4. Not worried at all,0,0,0,0,0,1,0,0,0,,1. A substantial threat,1. YES,1. YES,0,0,0,0,0,1,0,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,5. IGBO,,,0,2020-11-09T21:03:45
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19068,15,9086.92542031295,,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,4. Some of the time,1. ONE,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",2,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 6,2. NO,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. Somewhat worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-11-10T16:25:27
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19071,2,13536.738665581259,,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,2. Most of the time,2. Most of the time,3. THREE,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,2. NO,1. YES,98. DON'T KNOW,2. BUSINESS / OFFICE CLOSED FOR ANOTHER REASON,,,,,,,,,,,,,,1. NFE TEMPORARILY CLOSED AT ROUND 6,,2. Temporarily closed,9. SEASONAL CLOSURE,,2. NO,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,4. Not worried at all,0,0,0,0,0,1,0,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-11-13T13:53:13
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19072,2,11427.764518983442,,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",24,1. NFE TEMPORARILY CLOSED AT ROUND 6,,1. Open,,,,,,,,,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,4. Not worried at all,0,0,0,0,0,1,0,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-11-11T18:20:59
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19073,6,28796.378502359286,23769.275611270918,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,6. I have not been in public during the last 7 days,6. I have not been in public during the last 7 days,0. NONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,9,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 6,2. NO,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-11-09T18:13:21
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19075,15,7771.867454013024,11544.457377960685,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,4. Some of the time,4. Some of the time,2. TWO,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",12,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. Somewhat worried,,,,,,,,,,,2. A moderate threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,4,5. IGBO,,,0,2020-11-07T17:40:54
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19080,15,13212.65041895948,13887.566956562661,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,5. None of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",22,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 6,2. NO,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-11-10T13:56:23
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19081,2,8647.139448647613,13116.091605540883,5. TUBE WELL/BOREHOLE,,"1. YES, AT LEAST ONCE",10. CANNOT AFFORD IT,,5. TUBE WELL/BOREHOLE,,2. NO,7. CANNOT AFFORD IT,,1. YES,,,4. Some of the time,5. None of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,2. NO,1. YES,1. WITHIN ONE WEEK,2. BUSINESS / OFFICE CLOSED FOR ANOTHER REASON,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,2. The same as in September,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,4. Not worried at all,0,0,0,0,0,1,0,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,3,5. IGBO,,,0,2020-11-12T16:40:46
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19082,6,6855.903152226288,8555.152148497904,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,2. Most of the time,2. TWO,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",15,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,2. A moderate threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-11-12T18:02:50
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19087,6,10296.376752869379,9538.55295213599,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,4. Some of the time,4. Some of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,44,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,1. Very worried,,,,,,,,,,,2. A moderate threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,1. ENGLISH,,,0,2020-11-10T16:53:59
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19088,15,9307.534818895965,10114.30131440219,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,56,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,12. USUAL PLACE OF BUSINESS CLOSED DUE TO ENDSARS PROTESTS,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3. Not too worried,1,0,0,0,0,0,0,0,0,,2. A moderate threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-11-09T19:52:20
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19091,6,16206.338812823155,12249.954236854566,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,5. None of the time,3. THREE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",21,2. NFE WAS OPERATING AT ROUND 6,,3. Permanently closed,2. USUAL PLACE OF BUSINESS CLOSED FOR ANOTHER REASON,,2. NO,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-11-12T19:52:54
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19093,6,9596.716420510207,10086.927121127563,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",12,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 6,2. NO,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1. YES,2. NO,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-11-12T11:33:29
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19095,6,13101.768548891774,12360.909828924456,4. PUBLIC TAP/STANDPIPE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,5. None of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",8,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-11-10T19:30:28
