zone,state,lga,sector,ea,hhid,pnumber_id,nbhhme,s1q13,s1q15,s1q15_os
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19266,3,,2. NO,,
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19269,1,1,1. YES,1. HEAD,
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19269,2,,2. NO,,
4. South East,1. Abia,115. UMUAHIA NORTH,1. Urban,550,19277,1,1,1. YES,1. HEAD,
4. South East,1. Abia,115. UMUAHIA NORTH,1. Urban,550,19277,2,2,1. YES,2. SPOUSE,
4. South East,1. Abia,115. UMUAHIA NORTH,1. Urban,550,19277,3,,2. NO,,
4. South East,1. Abia,115. UMUAHIA NORTH,1. Urban,550,19278,1,1,1. YES,1. HEAD,
4. South East,1. Abia,115. UMUAHIA NORTH,1. Urban,550,19278,2,2,1. YES,7. BROTHER/SISTER,
4. South East,1. Abia,115. UMUAHIA NORTH,1. Urban,550,19278,3,,2. NO,,
4. South East,1. Abia,115. UMUAHIA NORTH,1. Urban,550,19278,4,,1. YES,1. HEAD,
4. South East,1. Abia,117. UMUNNEOCHI,2. Rural,800,19279,1,1,1. YES,1. HEAD,
4. South East,1. Abia,117. UMUNNEOCHI,2. Rural,800,19279,2,2,1. YES,2. SPOUSE,
4. South East,1. Abia,117. UMUNNEOCHI,2. Rural,800,19279,3,,2. NO,,
4. South East,1. Abia,117. UMUNNEOCHI,2. Rural,800,19280,1,1,1. YES,1. HEAD,
4. South East,1. Abia,117. UMUNNEOCHI,2. Rural,800,19280,2,2,1. YES,2. SPOUSE,
4. South East,1. Abia,117. UMUNNEOCHI,2. Rural,800,19280,3,,2. NO,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19284,1,1,1. YES,1. HEAD,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19284,2,2,1. YES,2. SPOUSE,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19284,3,3,1. YES,3. OWN CHILD,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19284,4,,2. NO,,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,1040,20002,1,4,1. YES,1. HEAD,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,1040,20002,2,5,1. YES,2. SPOUSE,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,1040,20002,3,,2. NO,,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,1040,20006,1,4,1. YES,1. HEAD,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,1040,20006,2,,2. NO,,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,1040,20010,1,3,1. YES,1. HEAD,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,1040,20010,2,3,1. YES,1. HEAD,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,1040,20010,3,3,1. YES,1. HEAD,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,1040,20010,4,,2. NO,,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,1040,20010,5,,2. NO,,
2. North East,2. Adamawa,203. GANYE,2. Rural,1224,20041,1,101,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,203. GANYE,2. Rural,1224,20041,2,,2. NO,,
2. North East,2. Adamawa,203. GANYE,2. Rural,1224,20044,1,6,1. YES,1. HEAD,
2. North East,2. Adamawa,203. GANYE,2. Rural,1224,20044,2,,2. NO,,
2. North East,2. Adamawa,203. GANYE,2. Rural,1224,20046,1,101,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,203. GANYE,2. Rural,1224,20046,2,101,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,203. GANYE,2. Rural,1224,20046,3,3,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,207. HONG,2. Rural,1302,20100,1,4,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,207. HONG,2. Rural,1302,20100,2,4,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,207. HONG,2. Rural,1302,20100,3,4,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,205. GOMBI,2. Rural,712,20101,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,205. GOMBI,2. Rural,712,20101,2,5,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,205. GOMBI,2. Rural,712,20101,3,2,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,205. GOMBI,2. Rural,712,20101,4,,2. NO,,
2. North East,2. Adamawa,205. GOMBI,2. Rural,712,20102,1,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,205. GOMBI,2. Rural,712,20102,2,1,1. YES,1. HEAD,
2. North East,2. Adamawa,205. GOMBI,2. Rural,712,20102,3,6,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,205. GOMBI,2. Rural,712,20102,4,,2. NO,,
2. North East,2. Adamawa,205. GOMBI,2. Rural,712,20104,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,205. GOMBI,2. Rural,712,20104,2,,2. NO,,
2. North East,2. Adamawa,205. GOMBI,2. Rural,712,20104,3,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,205. GOMBI,2. Rural,712,20106,1,4,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,205. GOMBI,2. Rural,712,20106,2,1,1. YES,1. HEAD,
2. North East,2. Adamawa,205. GOMBI,2. Rural,712,20106,3,,2. NO,,
2. North East,2. Adamawa,205. GOMBI,2. Rural,712,20108,1,,2. NO,,
2. North East,2. Adamawa,205. GOMBI,2. Rural,712,20108,2,1,1. YES,1. HEAD,
2. North East,2. Adamawa,204. GIREI,2. Rural,144,29001,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,204. GIREI,2. Rural,144,29001,2,,2. NO,,
2. North East,2. Adamawa,204. GIREI,2. Rural,144,29001,3,,2. NO,,
2. North East,2. Adamawa,204. GIREI,2. Rural,144,29004,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,204. GIREI,2. Rural,144,29004,2,,2. NO,,
2. North East,2. Adamawa,204. GIREI,2. Rural,144,29004,3,9,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,204. GIREI,2. Rural,144,29005,1,2,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,204. GIREI,2. Rural,144,29005,2,,2. NO,,
2. North East,2. Adamawa,204. GIREI,2. Rural,144,29005,3,3,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,204. GIREI,2. Rural,144,29006,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,204. GIREI,2. Rural,144,29006,2,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,204. GIREI,2. Rural,144,29006,3,4,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,204. GIREI,2. Rural,144,29006,4,,2. NO,,
2. North East,2. Adamawa,204. GIREI,2. Rural,144,29007,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,204. GIREI,2. Rural,144,29007,2,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,204. GIREI,2. Rural,144,29007,3,3,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,204. GIREI,2. Rural,144,29007,4,,2. NO,,
2. North East,2. Adamawa,204. GIREI,2. Rural,144,29008,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,204. GIREI,2. Rural,144,29008,2,,2. NO,,
2. North East,2. Adamawa,205. GOMBI,2. Rural,206,29014,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,205. GOMBI,2. Rural,206,29014,2,1,1. YES,1. HEAD,
2. North East,2. Adamawa,205. GOMBI,2. Rural,206,29014,3,,2. NO,,
2. North East,2. Adamawa,205. GOMBI,2. Rural,206,29021,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,205. GOMBI,2. Rural,206,29021,2,,2. NO,,
2. North East,2. Adamawa,205. GOMBI,2. Rural,206,29022,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,205. GOMBI,2. Rural,206,29022,2,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,205. GOMBI,2. Rural,206,29022,3,3,1. YES,2. SPOUSE,
2. North East,2. Adamawa,205. GOMBI,2. Rural,206,29022,4,4,1. YES,5. ADOPTED CHILD,
2. North East,2. Adamawa,205. GOMBI,2. Rural,206,29022,5,,2. NO,,
2. North East,2. Adamawa,205. GOMBI,2. Rural,206,29022,6,,2. NO,,
2. North East,2. Adamawa,205. GOMBI,2. Rural,206,29023,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,205. GOMBI,2. Rural,206,29023,2,1,1. YES,1. HEAD,
2. North East,2. Adamawa,205. GOMBI,2. Rural,206,29023,3,2,1. YES,7. BROTHER/SISTER,
2. North East,2. Adamawa,205. GOMBI,2. Rural,206,29023,4,,2. NO,,
2. North East,2. Adamawa,205. GOMBI,2. Rural,206,29023,5,,2. NO,,
2. North East,2. Adamawa,207. HONG,2. Rural,0,29026,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,207. HONG,2. Rural,0,29026,2,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,207. HONG,2. Rural,0,29026,3,,2. NO,,
2. North East,2. Adamawa,207. HONG,2. Rural,158,29032,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,207. HONG,2. Rural,158,29034,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,207. HONG,2. Rural,158,29034,2,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,207. HONG,2. Rural,158,29034,3,,2. NO,,
2. North East,2. Adamawa,207. HONG,2. Rural,158,29035,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,207. HONG,2. Rural,158,29035,2,1,1. YES,1. HEAD,
2. North East,2. Adamawa,207. HONG,2. Rural,158,29035,3,5,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,207. HONG,2. Rural,158,29035,4,,2. NO,,
2. North East,2. Adamawa,207. HONG,2. Rural,158,29036,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,207. HONG,2. Rural,158,29036,2,,2. NO,,
2. North East,2. Adamawa,207. HONG,2. Rural,158,29036,3,1,1. YES,1. HEAD,
2. North East,2. Adamawa,207. HONG,2. Rural,158,29036,4,,2. NO,,
2. North East,2. Adamawa,208. JADA,2. Rural,300,29038,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,208. JADA,2. Rural,300,29038,2,,2. NO,,
2. North East,2. Adamawa,208. JADA,2. Rural,300,29038,3,1,1. YES,1. HEAD,
2. North East,2. Adamawa,208. JADA,2. Rural,300,29039,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,208. JADA,2. Rural,300,29039,2,,2. NO,,
2. North East,2. Adamawa,208. JADA,2. Rural,300,29042,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,208. JADA,2. Rural,300,29042,2,,2. NO,,
2. North East,2. Adamawa,208. JADA,2. Rural,300,29042,3,1,1. YES,1. HEAD,
2. North East,2. Adamawa,208. JADA,2. Rural,300,29045,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,208. JADA,2. Rural,300,29045,2,,2. NO,,
2. North East,2. Adamawa,208. JADA,2. Rural,300,29045,3,1,1. YES,1. HEAD,
2. North East,2. Adamawa,208. JADA,2. Rural,300,29045,4,10,1. YES,2. SPOUSE,
2. North East,2. Adamawa,208. JADA,2. Rural,300,29046,1,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,208. JADA,2. Rural,300,29046,2,,2. NO,,
2. North East,2. Adamawa,208. JADA,2. Rural,300,29048,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,208. JADA,2. Rural,300,29048,2,1,1. YES,1. HEAD,
2. North East,2. Adamawa,208. JADA,2. Rural,300,29048,3,,2. NO,,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,10,29052,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,10,29052,2,3,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,10,29052,3,,2. NO,,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,10,29053,1,,2. NO,,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,10,29055,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,10,29055,2,,2. NO,,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,10,29056,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,10,29056,2,,2. NO,,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,10,29060,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,10,29060,2,1,1. YES,1. HEAD,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,10,29060,3,,2. NO,,
2. North East,2. Adamawa,209. LAMURDE,2. Rural,10,29060,4,1,1. YES,1. HEAD,
2. North East,2. Adamawa,210. MADAGALI,2. Rural,924,29061,1,,2. NO,,
2. North East,2. Adamawa,210. MADAGALI,2. Rural,924,29072,1,,2. NO,,
2. North East,2. Adamawa,210. MADAGALI,2. Rural,924,29072,2,,2. NO,,
2. North East,2. Adamawa,211. MAIHA,2. Rural,344,29073,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,211. MAIHA,2. Rural,344,29073,2,,2. NO,,
2. North East,2. Adamawa,211. MAIHA,2. Rural,344,29076,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,211. MAIHA,2. Rural,344,29080,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,211. MAIHA,2. Rural,344,29080,2,9,1. YES,2. SPOUSE,
2. North East,2. Adamawa,211. MAIHA,2. Rural,344,29083,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,211. MAIHA,2. Rural,344,29083,2,,2. NO,,
2. North East,2. Adamawa,211. MAIHA,2. Rural,532,29085,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,211. MAIHA,2. Rural,532,29085,2,,2. NO,,
2. North East,2. Adamawa,211. MAIHA,2. Rural,532,29089,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,211. MAIHA,2. Rural,532,29089,2,,2. NO,,
2. North East,2. Adamawa,211. MAIHA,2. Rural,532,29092,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,211. MAIHA,2. Rural,532,29092,2,,2. NO,,
2. North East,2. Adamawa,211. MAIHA,2. Rural,532,29092,3,,2. NO,,
2. North East,2. Adamawa,211. MAIHA,2. Rural,668,29099,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,211. MAIHA,2. Rural,668,29099,2,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,211. MAIHA,2. Rural,668,29099,3,,2. NO,,
2. North East,2. Adamawa,211. MAIHA,2. Rural,668,29100,1,,2. NO,,
2. North East,2. Adamawa,211. MAIHA,2. Rural,668,29100,2,1,1. YES,1. HEAD,
2. North East,2. Adamawa,211. MAIHA,2. Rural,668,29101,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,211. MAIHA,2. Rural,668,29101,2,,2. NO,,
2. North East,2. Adamawa,211. MAIHA,2. Rural,668,29102,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,211. MAIHA,2. Rural,668,29102,2,,2. NO,,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,100,29109,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,100,29109,2,,2. NO,,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,100,29109,3,,2. NO,,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,100,29112,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,100,29112,2,,2. NO,,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,100,29112,3,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,1254,29122,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,1254,29122,2,,2. NO,,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,1254,29124,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,1254,29124,2,1,1. YES,1. HEAD,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,1254,29124,3,,2. NO,,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,1254,29126,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,1254,29126,2,3,1. YES,7. BROTHER/SISTER,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,1254,29126,3,,2. NO,,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,1254,29127,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,1254,29127,2,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,1254,29127,3,,2. NO,,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,1254,29128,1,,2. NO,,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,1254,29130,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,1254,29130,2,,2. NO,,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,1254,29131,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,1254,29131,2,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,1254,29131,3,,2. NO,,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,1254,29132,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,1254,29132,2,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,1254,29132,3,1,1. YES,1. HEAD,
2. North East,2. Adamawa,212. MAYO-BELWA,2. Rural,1254,29132,4,,2. NO,,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29133,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29133,2,,2. NO,,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29135,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29135,2,,2. NO,,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29136,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29136,2,,2. NO,,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29138,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29138,2,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29138,3,,2. NO,,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29139,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29139,2,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29139,3,,2. NO,,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29139,4,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29140,1,5,1. YES,2. SPOUSE,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29140,2,7,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29140,3,,2. NO,,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29140,4,1,1. YES,1. HEAD,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29140,5,12,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29140,6,9,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29140,7,5,1. YES,2. SPOUSE,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29143,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29143,2,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29143,3,9,1. YES,10. PARENT,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29143,4,,2. NO,,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29143,5,,2. NO,,
2. North East,2. Adamawa,213. MICHIKA,1. Urban,1010,29143,6,,1. YES,1. HEAD,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29147,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29147,2,,2. NO,,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29148,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29148,2,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29148,3,,2. NO,,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29150,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29150,2,1,1. YES,1. HEAD,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29150,3,,2. NO,,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29155,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29155,2,,2. NO,,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29156,1,3,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29156,2,5,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29156,3,,2. NO,,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29158,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29158,2,,2. NO,,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29160,1,3,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29160,2,3,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29160,3,1,1. YES,1. HEAD,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29160,4,,2. NO,,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29160,5,,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29161,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29161,2,,2. NO,,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29161,3,,2. NO,,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29162,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29162,2,301,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29166,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29166,2,,2. NO,,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29168,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29168,2,1,1. YES,1. HEAD,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29168,3,,2. NO,,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29181,1,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29181,2,,2. NO,,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29181,3,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29181,4,1,1. YES,1. HEAD,
2. North East,2. Adamawa,201. DEMSA,2. Rural,0,29182,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,201. DEMSA,2. Rural,0,29182,2,1,1. YES,1. HEAD,
2. North East,2. Adamawa,201. DEMSA,2. Rural,0,29182,3,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,201. DEMSA,2. Rural,0,29182,4,,2. NO,,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29185,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29185,2,,2. NO,,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29186,1,2,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29186,2,,2. NO,,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29187,1,101,1. YES,5. ADOPTED CHILD,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29188,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29188,2,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29188,3,6,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29188,4,4,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29188,5,,2. NO,,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29189,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29189,2,1,1. YES,1. HEAD,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29189,3,,2. NO,,
2. North East,2. Adamawa,219. TOUNGO,2. Rural,124,29193,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,219. TOUNGO,2. Rural,124,29193,2,3,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,219. TOUNGO,2. Rural,124,29193,3,,2. NO,,
2. North East,2. Adamawa,219. TOUNGO,2. Rural,124,29195,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,219. TOUNGO,2. Rural,124,29200,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,219. TOUNGO,2. Rural,124,29200,2,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,219. TOUNGO,2. Rural,124,29200,3,,2. NO,,
2. North East,2. Adamawa,219. TOUNGO,2. Rural,124,29202,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,219. TOUNGO,2. Rural,124,29202,2,,2. NO,,
2. North East,2. Adamawa,219. TOUNGO,2. Rural,124,29204,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,219. TOUNGO,2. Rural,124,29204,2,,2. NO,,
2. North East,2. Adamawa,219. TOUNGO,2. Rural,124,29204,3,1,1. YES,1. HEAD,
2. North East,2. Adamawa,219. TOUNGO,2. Rural,124,29204,4,2,1. YES,2. SPOUSE,
2. North East,2. Adamawa,220. YOLA NORTH,2. Rural,112,29206,1,3,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,220. YOLA NORTH,2. Rural,112,29206,2,,2. NO,,
2. North East,2. Adamawa,220. YOLA NORTH,2. Rural,112,29206,3,3,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,220. YOLA NORTH,2. Rural,112,29206,4,4,1. YES,3. OWN CHILD,
2. North East,2. Adamawa,220. YOLA NORTH,2. Rural,112,29210,1,2,1. YES,7. BROTHER/SISTER,
2. North East,2. Adamawa,220. YOLA NORTH,2. Rural,112,29210,2,1,1. YES,1. HEAD,
2. North East,2. Adamawa,220. YOLA NORTH,2. Rural,112,29210,3,,2. NO,,
2. North East,2. Adamawa,220. YOLA NORTH,2. Rural,112,29212,1,1,1. YES,1. HEAD,
2. North East,2. Adamawa,220. YOLA NORTH,2. Rural,112,29212,2,1,1. YES,1. HEAD,
2. North East,2. Adamawa,220. YOLA NORTH,2. Rural,112,29212,3,2,1. YES,7. BROTHER/SISTER,
2. North East,2. Adamawa,220. YOLA NORTH,2. Rural,112,29212,4,,2. NO,,
