zone,state,lga,sector,ea,hhid,baseline_date,interviewer_id,wt_round2,s2q0a,s2q0b,s5q1e,s5q1f,s5q1f_os,s5q1a,s5q1a1,s5q1a1_os,s5q1b,s5q1b1,s5q1b1_os,s5q1c,s5q1d,s5q2,s5q3,s5q4,s5q4_os,filter1,s5q4b,s5q5__1,s5q5__2,s5q5__3,s5q5__4,s5q5__5,s5q5__6,s5q5__7,s5q5__96,s5q5_os,s5q6,s5q7__1,s5q7__2,s5q7__3,s5q7__4,s5q7__5,s5q7__6,s5q7__7,emp_case,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q7,s6q8,s6q8a,s6q8a_os,s6q8b,s6q8c,s6q8d__1,s6q8d__2,s6q8d__3,s6q8d__4,s6q8e,s6q9,s6q10_1,s6q10_2,s6q10_3,s6q10_4,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q12,s6q13,s6q14,s6q14_os,s6q15__1,s6q15__2,s6q15__3,s6q15__4,s6q15__5,s6q15__6,s6q15__96,s6q15_os,s6q15a,s6q15b__1,s6q15b__2,s6q15b__3,s6q15b__4,s6q15b__5,s6q15b__6,s6q15b__96,s6q15b_os,s6q16,s6q17,s6q18_1,s6q18_2,s6q18_3,s6q18_os,s6q19,s6q20__1,s6q20__2,s6q20__3,s6q20__4,s6q20__5,s6q20__6,s6q20__7,s6q20__96,s6q20_os,s6q21a__1,s6q21a__2,s6q21a__3,s6q21a__4,s6q21a__5,s6q21a__6,s6q21a__7,s6q21a__8,s6q21a__96,s6q21a_os,s6q21b__1,s6q21b__2,s6q21b__3,s6q21b__4,s6q21b__5,s6q21b__6,s6q21b__7,s6q21b__8,s6q21b__96,s6q21b_os,s6q22__1,s6q22__2,s6q22__3,s6q22__4,s6q22__5,s6q22__6,s6q22__96,s6q22_os,s6q23,s8q1,s8q2,s8q3,s8q4,s8q5,s8q6,s8q7,s8q8,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,s12q5,s12q9,s12q10,s12q10a,s12q10_os,s12q11,s12q14
4. South East,4. Anambra,402. ANAMBRA EAST,2. Rural,874,49001,May 04,2,31406.123278506544,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,4. Some of the time,1. All of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,1. Open,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",2. The same,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,,,,,,,,"3. NO, MY HOUSEHOLD DOESN'T HAVE A FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-06-07T12:47:00
4. South East,4. Anambra,402. ANAMBRA EAST,2. Rural,874,49004,April 30,2,13279.149409996575,2. NO,2. NO,"1. YES, AT LEAST ONCE",2. WATER SUPPLY REDUCED,,2. NO,7. CANNOT AFFORD IT,,2. NO,1. WATER SUPPLY NO LONGER AVAILABLE,,2. Most of the time,1. All of the time,1. YES,1. YES,,,2. NO,,,,,,,,,,,,,,,,,,,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,5. RESPONDENT WORKED IN NFE LAST WEEK BUT NFE WAS NOT OPERATING AT BASELINE,,1. Open,,,4. CONSTRUCTION,,,,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,,1. YES,1,1,1,0,0,1,0,,1. YES,,1124. YAM,1020. CASSAVA,9999. OTHER CROP (SPECIFY),tomatoe,1. YES,0,1,0,0,0,0,0,0,,1,1,1,1,1,0,1,1,0,,,,,,,,,,,,0,0,0,1,1,0,0,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,0,0,0,0,0,1,1,1,0,0,1,1,1. COMPLETE,1,5. IGBO,,,0,2020-06-12T20:44:47
4. South East,4. Anambra,402. ANAMBRA EAST,2. Rural,874,49006,April 26,2,18040.918547651203,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,4. Some of the time,2. NO,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,2. NO,96. OTHER (SPECIFY),lack of capital,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,2. NO,,,,,2. NFE WAS OPERATING AT BASELINE,,2. Temporarily closed,96. OTHER (SPECIFY),lack of capital,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,1,1,1,1,1,1,0,,1. YES,,1020. CASSAVA,1080. MAIZE,1124. YAM,,3. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,0,0,0,0,0,0,0,1,0,0,0,1,1. COMPLETE,1,5. IGBO,,,,2020-06-08T19:11:13
4. South East,4. Anambra,402. ANAMBRA EAST,2. Rural,874,49009,April 30,15,15988.694407298082,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,2. NO,7. CANNOT AFFORD IT,,1. YES,,,4. Some of the time,4. Some of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,2. NO,2. PREVIOUS BUSINESS / JOB CLOSED FOR ANOTHER REASON,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,,1080. MAIZE,1020. CASSAVA,9999. OTHER CROP (SPECIFY),fluted pumpkin,1. YES,0,0,0,0,0,1,0,0,,1,1,1,1,1,0,0,1,0,,,,,,,,,,,,0,0,0,1,0,0,0,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,5. IGBO,,,0,2020-06-09T18:36:59
4. South East,4. Anambra,402. ANAMBRA EAST,2. Rural,874,49010,May 05,2,24733.081428543144,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,,1124. YAM,1020. CASSAVA,1080. MAIZE,,3. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,5. IGBO,,,0,2020-06-04T14:36:42
4. South East,4. Anambra,405. AWKA NORTH,2. Rural,716,49013,April 27,6,16042.465785587006,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,3. NOT WORKING BEFORE MID-MARCH NOR AT BASELINE,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,2. NO,,,,,2. NFE WAS OPERATING AT BASELINE,,2. Temporarily closed,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,,,,,,,,1. YES,,1080. MAIZE,9999. OTHER CROP (SPECIFY),1020. CASSAVA,vegetable,3. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,0,0,0,0,0,0,0,1,0,0,1,1,1. COMPLETE,2,5. IGBO,,,0,2020-06-15T19:15:40
4. South East,4. Anambra,405. AWKA NORTH,2. Rural,716,49017,April 24,6,14518.328786380851,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,4. Some of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,1. Open,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",1. Higher,,,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,,2. NO,,,,,,,,,"2. NO, MY HOUSEHOLD HAS A FARM BUT DID NOT WORK ON IT",1. YES,1124. YAM,1080. MAIZE,1020. CASSAVA,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,0,0,,0,0,0,0,1,0,0,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,5. IGBO,,,0,2020-06-11T18:57:24
4. South East,4. Anambra,405. AWKA NORTH,2. Rural,0,49018,May 03,1,9450.285404122167,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,1. YES,0,0,1,1,1,1,0,0,,1. YES,0,0,0,1,0,0,0,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",1. In your own non-farm business,,,,,,,,,,,,1. YES,6,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,1. Open,,,4. CONSTRUCTION,1. Higher,,,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,,2. NO,,,,,,,,,1. YES,,1080. MAIZE,1124. YAM,1020. CASSAVA,,1. YES,0,1,0,0,0,0,0,0,,1,1,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,0,0,0,0,0,0,0,1,0,0,0,1,1. COMPLETE,1,1. ENGLISH,,,0,2020-06-14T08:41:37
4. South East,4. Anambra,405. AWKA NORTH,2. Rural,716,49024,April 26,2,9139.22250508324,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,4. Some of the time,5. None of the time,1. YES,1. YES,,,1. YES,1. YES,1,0,0,0,1,0,0,0,,1. YES,0,0,0,0,0,0,1,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,1. YES,1. Open,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. YES,capital for the business,1. YES,1,1,0,0,0,1,0,,1. YES,,1080. MAIZE,9999. OTHER CROP (SPECIFY),1124. YAM,ugu,3. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,0,0,0,1,0,1. COMPLETE,1,5. IGBO,,,0,2020-06-10T18:25:52
4. South East,4. Anambra,408. DUNUKOFIA,2. Rural,0,49025,May 06,18,10111.631038377738,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,2. Temporarily closed,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,,,,,,,,1. YES,,1110. RICE,1010. BEANS/COWPEA,,,3. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,2. PIDGIN,2. NO,,0,2020-06-14T11:06:29
4. South East,4. Anambra,408. DUNUKOFIA,2. Rural,630,49026,April 30,15,11315.785175022305,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,,1080. MAIZE,1124. YAM,1020. CASSAVA,,1. YES,0,1,0,0,1,0,0,0,,0,1,1,1,1,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,1,0,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,0,0,0,0,0,0,0,1,0,0,0,1,1. COMPLETE,1,5. IGBO,,,1,2020-06-14T15:42:43
4. South East,4. Anambra,408. DUNUKOFIA,2. Rural,630,49034,April 30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5. NOBODY ANSWERING,,,,,,2020-06-12T08:59:26
4. South East,4. Anambra,408. DUNUKOFIA,2. Rural,630,49035,May 07,6,8776.349649743273,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,1. YES,0,0,0,0,0,1,0,0,,1. YES,0,0,0,1,0,0,0,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,2. NO,,,,,2. NFE WAS OPERATING AT BASELINE,,3. Permanently closed,2. USUAL PLACE OF BUSINESS CLOSED FOR ANOTHER REASON,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",,,,,,,,,,,,,,,,,,,,,1. YES,,1020. CASSAVA,9999. OTHER CROP (SPECIFY),,"cocoa yam, ugu",3. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,0,0,0,0,0,0,0,1,0,0,1,0,1. COMPLETE,2,1. ENGLISH,,,0,2020-06-13T12:12:23
4. South East,4. Anambra,412. IHIALA,1. Urban,1562,49037,April 30,2,21655.966581282304,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,,1124. YAM,1020. CASSAVA,9999. OTHER CROP (SPECIFY),cocoyam,1. YES,0,1,0,0,0,0,0,0,,0,1,0,1,0,0,0,1,0,,,,,,,,,,,,0,0,0,1,0,1,0,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,5. IGBO,,,0,2020-06-15T20:26:11
4. South East,4. Anambra,412. IHIALA,1. Urban,1562,49042,April 26,2,18714.307949443108,1. YES,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. YES,1. YES,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,2. NO,,,,,1. NFE OPERATING BEFORE MID-MARCH BUT NOT AT BASELINE,,2. Temporarily closed,96. OTHER (SPECIFY),no capital for the business again,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,,2. NO,,,,,,,,,1. YES,,1020. CASSAVA,1080. MAIZE,9999. OTHER CROP (SPECIFY),green,1. YES,0,1,0,0,0,0,0,0,,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,0,0,0,0,0,1,0,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-06-10T10:51:45
4. South East,4. Anambra,412. IHIALA,1. Urban,1562,49043,May 05,15,17467.898482720877,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,1. YES,1,0,0,1,1,0,0,0,,2. NO,,,,,,,,2. WORKING AT BASELINE,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),Death,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,1. Open,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",1. Higher,,,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,,1. YES,1,1,1,1,1,1,0,,1. YES,,1020. CASSAVA,1124. YAM,1080. MAIZE,,3. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,2,5. IGBO,,,0,2020-06-12T16:47:44
4. South East,4. Anambra,416. OGBARU,1. Urban,372,49049,May 05,6,10501.021103882342,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,2. Most of the time,1. All of the time,2. NO,,,,1. YES,1. YES,0,0,0,0,0,1,0,0,,2. NO,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,1. Open,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",3. Less,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,,2. NO,,,,,,,,,"2. NO, MY HOUSEHOLD HAS A FARM BUT DID NOT WORK ON IT",1. YES,1020. CASSAVA,1124. YAM,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,0,0,0,0,0,0,0,1,0,0,1,0,1. COMPLETE,1,5. IGBO,,,0,2020-06-09T18:34:32
2. North East,34. Taraba,3402. BALI,1. Urban,0,49054,May 06,15,7791.189589137207,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,2. NO,7. CANNOT AFFORD IT,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,2. NO,1. PREVIOUS BUSINESS / JOB CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,4. CONSTRUCTION,"6. As an apprentice, trainee, intern",1. YES,,,,42,3. Fewer hours,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,101,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,,1110. RICE,1020. CASSAVA,1124. YAM,,1. YES,0,0,1,0,0,1,0,0,,1,1,1,1,0,0,1,1,0,,,,,,,,,,,,0,0,0,0,0,1,0,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-06-04T16:54:16
4. South East,4. Anambra,416. OGBARU,1. Urban,372,49060,April 22,6,10432.126290742182,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,1. YES,0,0,0,0,0,0,1,0,,2. NO,,,,,,,,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,1. NFE OPERATING BEFORE MID-MARCH BUT NOT AT BASELINE,,1. Open,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",,,,2. NO,1. YES,2. NO,2. NO,1. YES,1. YES,2. NO,,2. NO,,,,,,,,,"3. NO, MY HOUSEHOLD DOESN'T HAVE A FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1,0,0,0,0,0,0,0,0,1,0,1,1. COMPLETE,1,5. IGBO,,,0,2020-06-10T07:55:45
4. South East,4. Anambra,416. OGBARU,1. Urban,730,49063,April 26,2,64977.18013223743,2. NO,2. NO,"1. YES, AT LEAST ONCE",10. CANNOT AFFORD IT,,1. YES,,,1. YES,,,4. Some of the time,2. Most of the time,1. YES,1. YES,,,2. NO,,,,,,,,,,,,,,,,,,,2. WORKING AT BASELINE,2. NO,1. YES,98. DON'T KNOW,1. BUSINESS / OFFICE CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,,,,,,1. YES,,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,1. Open,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",3. Less,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,,1. YES,1,1,1,0,0,0,0,,"2. NO, MY HOUSEHOLD HAS A FARM BUT DID NOT WORK ON IT",2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-06-11T18:05:32
4. South East,4. Anambra,416. OGBARU,1. Urban,730,49064,May 02,15,57856.455232498236,2. NO,2. NO,"1. YES, AT LEAST ONCE",96. OTHER (SPECIFY),Distance too far,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,1. YES,1,0,1,1,1,1,0,0,,1. YES,0,0,0,1,0,1,1,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,,,,,,,,,,,1. YES,2,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,1. Open,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. Higher,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,difficulty assessing bank services,1. YES,1,1,1,1,1,1,0,,1. YES,,1124. YAM,1020. CASSAVA,1080. MAIZE,,1. YES,0,1,0,0,1,0,0,0,,1,1,1,1,1,1,0,1,0,,,,,,,,,,,,0,0,0,1,0,1,0,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-06-12T17:36:38
