zone,state,lga,sector,ea,hhid,source_cd,s7q1
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19072,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19072,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19072,8. PENSION,2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19073,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19073,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19073,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19073,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19073,8. PENSION,2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19075,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19075,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19075,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19075,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19075,8. PENSION,2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19080,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19080,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19080,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19080,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19080,8. PENSION,2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19081,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19081,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19081,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19081,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19081,8. PENSION,2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19082,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19082,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19082,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19082,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19082,8. PENSION,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19087,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19087,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19087,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19087,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19087,8. PENSION,1. YES
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19088,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19088,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19088,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19088,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19088,8. PENSION,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19091,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19091,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19091,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19091,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19091,8. PENSION,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19093,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19093,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19093,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19093,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19093,8. PENSION,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19095,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19095,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19095,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19095,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19095,8. PENSION,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19097,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19097,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19097,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19097,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19097,8. PENSION,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19103,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19103,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19103,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19103,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19103,8. PENSION,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,8. PENSION,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19116,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19116,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19116,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19116,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19116,8. PENSION,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19117,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19117,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19117,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19117,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19117,8. PENSION,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19118,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19118,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19118,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19118,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19118,8. PENSION,2. NO
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19123,4. REMITTANCES FROM ABROAD,1. YES
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19123,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19123,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19123,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19123,8. PENSION,1. YES
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19129,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19129,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19129,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19129,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19129,8. PENSION,1. YES
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19131,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19131,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19131,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19131,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19131,8. PENSION,2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19133,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19133,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19133,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19133,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19133,8. PENSION,2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19135,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19135,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19135,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19135,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19135,8. PENSION,2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19137,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19137,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19137,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19137,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19137,8. PENSION,2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19138,4. REMITTANCES FROM ABROAD,1. YES
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19138,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19138,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19138,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19138,8. PENSION,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19148,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19148,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19148,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19148,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19148,8. PENSION,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19150,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19150,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19150,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19150,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19150,8. PENSION,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19151,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19151,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19151,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19151,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19151,8. PENSION,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19152,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19152,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19152,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19152,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19152,8. PENSION,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19153,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19153,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19153,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19153,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19153,8. PENSION,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19158,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19158,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19158,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19158,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19158,8. PENSION,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19165,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19165,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19165,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19165,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19165,8. PENSION,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19166,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19166,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19166,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19166,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19166,8. PENSION,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19167,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19167,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19167,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19167,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19167,8. PENSION,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19168,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19168,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19168,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19168,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19168,8. PENSION,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19169,4. REMITTANCES FROM ABROAD,1. YES
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19169,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19169,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19169,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19169,8. PENSION,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19170,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19170,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19170,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19170,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19170,8. PENSION,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19173,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19173,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19173,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19173,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19173,8. PENSION,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19175,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19175,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19175,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19175,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19175,8. PENSION,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19177,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19177,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19177,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19177,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19177,8. PENSION,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19179,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19179,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19179,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19179,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,6,19179,8. PENSION,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,44,19181,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,44,19181,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
4. South East,1. Abia,113. UKWA EAST,2. Rural,44,19181,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,44,19181,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,44,19181,8. PENSION,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,44,19185,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,44,19185,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,44,19185,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,44,19185,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,44,19185,8. PENSION,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,44,19186,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,44,19186,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,44,19186,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,44,19186,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,44,19186,8. PENSION,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,44,19188,4. REMITTANCES FROM ABROAD,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,44,19188,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,44,19188,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,44,19188,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
4. South East,1. Abia,113. UKWA EAST,2. Rural,44,19188,8. PENSION,2. NO
