zone,state,lga,sector,ea,hhid,interviewer_id,wt_round5,wt_r5panel,s2q0a,s2q0b,filter1,s5cq1,s5cq2__1,s5cq2__2,s5cq2__14,s5cq2__3,s5cq2__4,s5cq2__5,s5cq2__6,s5cq2__7,s5cq2__8,s5cq2__9,s5cq2__10,s5cq2__11,s5cq2__12,s5cq2__13,s5cq2__96,s5cq2_os,s5cq3,s5cq4__1,s5cq4__2,s5cq4__3,s5cq4__4,s5cq4__5,s5cq4__6,s5cq4__7,s5cq4__8,s5cq4__9,s5cq4__10,s5cq4__11,s5cq4__99,s5cq4__98,s5cq5,filter2,s5cq6,s5cq7__1,s5cq7__2,s5cq7__3,s5cq7__4,s5cq7__5,s5cq7__6,s5cq7__7,s5cq7__96,s5cq7_os,s5cq8,s5cq9__1,s5cq9__2,s5cq9__3,s5cq9__4,s5cq9__5,s5cq9__6,s5cq9__7,emp_case,emp_respondent,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q6a,s6q8b1,s6q8c1,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q11b1,s6q11c,s6q12,s6q13,s6q14,s6q14_os,crop_filter1,s6q16,s6aq9,s6aq12,s6aq10,crop_filter2,s6aq11,livest_filter3,s6bq1,s6bq6a,s6bq6,livest_filter4,s6bq7,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,s12q5,s12q9,s12q10,s12q10_os,s12q10a,s12q11,s12q14
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,6,9477.459099993453,10496.620921665906,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,0,0,0,0,0,0,1,0,,1. YES,0,0,0,0,0,0,1,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 4 INTERVIEW,2,2. NO,2. NO,,,,,,2. NO,,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 4,1. YES,1. Open,,,,buying and selling of fairly used clothes (okirika),"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,2. NO,,,,,4. NOT APPLICABLE,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-09-09T08:17:01
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,6,,,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. PARTIALLY COMPLETE,1,5. IGBO,,,0,2020-09-20T20:00:00
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,6,10504.275981329196,10305.589163202678,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),travelled of burial,,,,,,,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",,,,,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,3. Less than in July,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,,,,,4. NOT APPLICABLE,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-09-09T10:20:56
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19035,2,10069.428178173614,10211.66176087189,2. NO,2. NO,1. YES,1. YES,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,0,0,0,0,2. Somewhat satisfied,2. NO,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",11,40,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,2. The same as in July,,,1. YES,,2. Higher,1. YES,,1. YES,4. Lower,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,1. ENGLISH,,,0,2020-09-07T19:37:37
4. South East,1. Abia,104. BENDE,2. Rural,412,19038,6,5204.048228437119,5883.832111379936,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,18,18,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 4,2. NO,,,,,,,,,,1. YES,,2. Higher,2. NO,,2. NO,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-09-07T17:57:21
4. South East,1. Abia,104. BENDE,2. Rural,412,19041,15,3041.72365038697,3721.8900086869894,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,0,1,0,1,1,1,0,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",4. As an employee for a private company or another individual (not household member),,20,60,2. NFE WAS OPERATING AT ROUND 4,,2. Temporarily closed,2. USUAL PLACE OF BUSINESS CLOSED FOR ANOTHER REASON,,2. NO,,,,,,1. YES,,4. Lower,1. YES,,1. YES,4. Lower,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-09-13T15:45:22
4. South East,1. Abia,104. BENDE,2. Rural,412,19044,2,6036.967153134707,7692.772459790748,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,54,54,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,3. Less than in July,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS RECOMMENDATIONS,,1. YES,,3. The same,1. YES,,1. YES,2. Higher,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,5. IGBO,,,0,2020-09-10T17:51:54
4. South East,1. Abia,104. BENDE,2. Rural,412,19045,2,4891.987313732045,5505.6335654544955,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,2,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,72,72,1. NFE TEMPORARILY CLOSED AT LAST INTERVIEW,,1. Open,,,,,,,,,1. YES,,98. DON'T KNOW,2. NO,,2. NO,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,0,0,1,0,1. COMPLETE,2,5. IGBO,,,0,2020-09-11T21:17:04
4. South East,1. Abia,104. BENDE,2. Rural,1020,19051,2,31816.900162264614,34436.57330739542,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,0,1,1,1,1,1,0,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",24,32,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 4,2. NO,,,,,,,,,,1. YES,,1. Much higher,1. YES,,1. YES,1. Much higher,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,1,2020-09-08T19:49:52
4. South East,1. Abia,104. BENDE,2. Rural,1020,19058,2,14369.851825804993,19362.87010653645,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,0,1,1,1,1,1,0,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,48,48,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,2. The same as in July,,,1. YES,,1. Much higher,1. YES,,1. YES,2. Higher,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-09-10T09:27:31
4. South East,1. Abia,104. BENDE,2. Rural,1020,19060,2,11934.79323052655,16061.602324199976,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,0,0,1,1,1,1,0,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,2,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,63,63,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,2. The same as in July,,,1. YES,,2. Higher,1. YES,,2. NO,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-09-11T18:20:18
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19062,15,13695.79280548768,18208.193339614696,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,0,0,0,1,1,1,0,0,,2. NO,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 4 INTERVIEW,4,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",9,30,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,2. The same as in July,,,1. YES,,4. Lower,1. YES,,1. YES,4. Lower,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,4,5. IGBO,,,1,2020-09-09T16:05:37
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19063,2,10071.816467126768,11996.305677287086,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),Couldn't go to the farm dueto one her daughters marriage ceremony held last week.,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 4,2. NO,,,,,,,,,,1. YES,,4. Lower,1. YES,,1. YES,4. Lower,2. NO,1. YES,2. NO,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-09-18T08:26:35
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19064,2,9405.023093226417,10339.085809317614,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",32,42,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,1. Higher than in July,,,1. YES,,2. Higher,1. YES,,1. YES,2. Higher,1. YES,,1. YES,,1. YES,98. DON'T KNOW,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-09-11T16:17:48
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19068,15,9405.023093226417,,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,0,0,0,1,0,0,0,,1. YES,1,0,0,1,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,2,2. NO,1. YES,2. WITHIN ONE MONTH,6. ILL / QUARANTINED,,,,,,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 4,2. NO,,,,,,,,,,1. YES,,2. Higher,1. YES,,3. NO PREVIOUS RESPONSE,,3. NO PREVIOUS RESPONSE,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-09-15T18:36:38
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19071,2,11656.785350146121,,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 4 INTERVIEW,2,2. NO,1. YES,4. IN MORE THAN THREE MONTHS,2. BUSINESS / OFFICE CLOSED FOR ANOTHER REASON,,,,,,,,,,,,,,,1. NFE TEMPORARILY CLOSED AT LAST INTERVIEW,,1. Open,,,,,,,,,1. YES,,4. Lower,1. YES,,1. YES,4. Lower,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-09-10T13:23:20
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19072,2,10544.900080064026,,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,3,1. YES,,,,,,,,,,2. NO,96. OTHER (SPECIFY),dueto heavy rainfall,4. CONSTRUCTION,1. In your own non-farm business,,27,27,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,1. Higher than in July,,,1. YES,,1. Much higher,1. YES,,1. YES,2. Higher,2. NO,1. YES,2. NO,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,3,5. IGBO,,,0,2020-09-10T21:36:58
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19073,6,23966.435994433385,22347.566539885625,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,2. NO,,,,,,,,,,1. YES,0,0,0,0,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",2,3,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 4,2. NO,,,,,,,,,,1. YES,,4. Lower,1. YES,,1. YES,98. DON'T KNOW,1. YES,,2. NO,,1. YES,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-09-11T17:55:54
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19075,15,9359.323803916082,11180.761320032943,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,0,0,1,1,0,1,0,0,,1. YES,0,0,0,0,0,0,1,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 4 INTERVIEW,4,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",12,12,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,3. Less than in July,96. OTHER (SPECIFY),High cost of food stuffs is affecting reveune,1. YES,,1. Much higher,1. YES,,1. YES,2. Higher,1. YES,,1. YES,,1. YES,2. Higher,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,4,5. IGBO,,,0,2020-09-11T18:12:41
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19080,15,11874.010520218742,13296.589582995353,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,0,0,1,1,1,1,0,,1. YES,1,0,0,1,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",16,20,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 4,2. NO,,,,,,,,,,1. YES,,2. Higher,1. YES,,1. YES,2. Higher,1. YES,,1. YES,,1. YES,2. Higher,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-09-15T11:12:48
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19081,2,9921.051047343377,12886.971809136654,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 4 INTERVIEW,3,2. NO,1. YES,98. DON'T KNOW,96. OTHER (SPECIFY),lack of capital,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,,1. NFE TEMPORARILY CLOSED AT LAST INTERVIEW,,1. Open,,,,,,,,,1. YES,,4. Lower,1. YES,,1. YES,4. Lower,1. YES,,2. NO,,2. NO,,0,1,1,0,1,1,1,0,1,0,0,0,1. COMPLETE,3,5. IGBO,,,0,2020-09-10T09:49:53
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19082,15,7269.149996209874,8596.392316278781,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,0,0,1,1,1,1,0,,1. YES,0,0,0,1,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,2. NO,1. YES,1. WITHIN ONE WEEK,6. ILL / QUARANTINED,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,1. Higher than in July,,,1. YES,,2. Higher,1. YES,,1. YES,2. Higher,1. YES,,2. NO,,1. YES,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-09-10T17:44:34
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19087,6,9023.180445679536,8890.398591930383,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,0,0,0,0,0,1,0,0,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,2,1. YES,,,,,,,,,,2. NO,96. OTHER (SPECIFY),raining season,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,36,36,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,1. Higher than in July,,,1. YES,,4. Lower,1. YES,,1. YES,4. Lower,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-09-09T17:21:59
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19088,15,8966.156008063073,9688.689595652964,2. NO,2. NO,1. YES,1. YES,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,0,0,0,0,3. Satisfied,2. NO,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,34,51,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,1. Higher than in July,,,1. YES,,2. Higher,1. YES,,1. YES,2. Higher,1. YES,,1. YES,,1. YES,98. DON'T KNOW,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-09-12T20:32:56
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19091,6,11900.849534053257,11140.679543643297,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",30,30,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 4,2. NO,,,,,,,,,,1. YES,,98. DON'T KNOW,1. YES,,1. YES,98. DON'T KNOW,1. YES,,1. YES,,1. YES,98. DON'T KNOW,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-09-07T19:03:32
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19093,6,8624.424935452733,9657.68377590705,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,2. NO,1. YES,98. DON'T KNOW,6. ILL / QUARANTINED,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 4,2. NO,,,,,,,,,,1. YES,,2. Higher,1. YES,,1. YES,2. Higher,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,1,2020-09-09T09:15:14
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19095,6,10651.748688243986,11358.856857339324,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,0,0,0,0,0,1,1,0,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,2,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",6,6,2. NFE WAS OPERATING AT ROUND 4,,2. Temporarily closed,7. ILL WITH ANOTHER DISEASE,,1. YES,mason,4. CONSTRUCTION,,,,1. YES,,98. DON'T KNOW,1. YES,,1. YES,98. DON'T KNOW,1. YES,,1. YES,,1. YES,4. Lower,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-09-10T19:48:05
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19097,6,12887.136439146901,14533.579467068272,2. NO,2. NO,1. YES,1. YES,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1,0,0,3. Satisfied,2. NO,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",3,12,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,1. Higher than in July,,,1. YES,,2. Higher,1. YES,,1. YES,2. Higher,2. NO,1. YES,1. YES,1. YES,3. NO PREVIOUS RESPONSE,2. Higher,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-09-08T15:41:50
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,6,8497.165344983263,9285.169989639448,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,0,0,0,0,0,0,1,0,,1. YES,0,0,0,0,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,21,35,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,3. Less than in July,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,,2. Higher,1. YES,,1. YES,2. Higher,1. YES,,2. NO,,1. YES,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-09-12T07:42:35
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19116,2,11874.458965767757,12407.967166139904,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,1,1,1,1,1,1,0,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,2,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",26,26,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,3. Less than in July,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,,2. Higher,1. YES,,1. YES,2. Higher,1. YES,,1. YES,,1. YES,2. Higher,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-09-10T10:12:55
