zone,state,lga,sector,ea,hhid,interviewer_id,wt_round6,wt_r6panel,s2q0a,s2q0b,s3aq1,s3aq2,s3aq3,s3aq4,s3aq5,s3aq6__1,s3aq6__2,s3aq6__3,s3aq7,s3aq8__1,s3aq8__2,s3aq8__3,emp_case,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q6a,s6q8b1,s6q8c1,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q11b1,s6q11c,s6q12,s6q13,s6q14,s6q14_os,filter,s5cq4__1,s5cq4__2,s5cq4__3,s5cq4__4,s5cq4__5,s5cq4__6,s5cq4__7,s5cq4__8,s5cq4__9,s5cq4__10,s5cq4__11,s5cq4__99,s5cq4__98,s9aq1,s9aq2,s9aq3__1,s9aq3__2,s9aq3__3,s9aq3__4,s9aq3__5,s9aq3__6,s9aq3__96,s9aq3_os,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,s12q5,s12q9,s12q10,s12q10_os,s12q10a,s12q11,s12q14
4. South East,1. Abia,104. BENDE,2. Rural,412,19041,15,3069.038379557902,3857.835022777506,2. NO,2. NO,1. YES,2. NO,2. NO,1. YES,1. YES,1,1,0,1. NO FACILITIES/BUSH OR FIELD,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",4. As an employee for a private company or another individual (not household member),,45,75,1. NFE TEMPORARILY CLOSED AT ROUND 5,,2. Temporarily closed,11. LACK OF CAPITAL OR LOSS OF WORKING CAPITAL,,2. NO,,,,,,1. YES,1,0,1,1,0,0,1,1,1,0,1,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-13T18:40:11
4. South East,1. Abia,104. BENDE,2. Rural,412,19044,2,6576.751239865097,7995.38368539726,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,81,81,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,5. IGBO,,,0,2020-10-09T19:45:09
4. South East,1. Abia,104. BENDE,2. Rural,412,19045,2,5041.026776506897,5671.350387526276,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,99,99,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,2. The same as in August,,,1. YES,1,1,1,1,1,1,1,1,1,0,0,0,0,2. NO,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,2,5. IGBO,,,0,2020-10-09T18:02:56
4. South East,1. Abia,104. BENDE,2. Rural,1020,19051,2,30807.79869364112,33640.43146097366,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1,0,0,2. OTHER,1,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",32,32,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,1. YES,1,1,1,1,0,0,1,1,0,1,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-10T14:30:57
4. South East,1. Abia,104. BENDE,2. Rural,1020,19058,2,14929.060777632314,20482.414758607072,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,20,30,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,2. The same as in August,,,1. YES,1,1,1,1,0,0,1,1,1,0,0,0,0,2. NO,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,2,2020-10-18T20:39:22
4. South East,1. Abia,104. BENDE,2. Rural,1020,19060,2,11717.882646916321,15689.624152479164,2. NO,2. NO,2. NO,1. YES,1. YES,2. NO,1. YES,1,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,42,42,2. NFE WAS OPERATING AT ROUND 5,,2. Temporarily closed,6. ILL / QUARANTINED DUE TO CORONAVIRUS,,2. NO,,,,,,1. YES,1,1,1,1,0,1,1,1,1,1,0,0,0,2. NO,2. NO,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-10-13T17:18:18
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19062,15,13137.363035895367,17871.070744381144,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,0,1,0,1. NO FACILITIES/BUSH OR FIELD,1,0,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),Mechine was faulty,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,3,5. IGBO,,,1,2020-10-10T18:56:00
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19063,2,10147.749635510692,11863.405562437792,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1,0,0,2. OTHER,0,0,1,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",8,20,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-10T11:59:50
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19064,2,9311.868286611747,10512.243668624371,1. YES,2. NO,2. NO,1. YES,1. YES,2. NO,2. NO,1,0,0,2. OTHER,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",6,42,2. NFE WAS OPERATING AT ROUND 5,,2. Temporarily closed,11. LACK OF CAPITAL OR LOSS OF WORKING CAPITAL,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-13T15:59:17
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19068,15,9311.868286611747,,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,0,1,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,2. NO,1. YES,2. WITHIN ONE MONTH,6. ILL / QUARANTINED,,,,,,,,,,,,,,,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-10-10T15:27:50
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19071,2,12860.320957710639,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1,0,0,2. OTHER,0,0,1,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,2. NO,2. NO,,,,,,2. NO,,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 5,,2. Temporarily closed,9. SEASONAL CLOSURE,,2. NO,,,,,,1. YES,1,1,1,1,0,1,1,1,1,0,0,0,0,2. NO,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-10-13T15:43:34
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19072,2,10795.2918385147,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,0,0,2. OTHER,0,0,1,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",18,24,2. NFE WAS OPERATING AT ROUND 5,,2. Temporarily closed,9. SEASONAL CLOSURE,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,1. YES,2. NO,0,1,1,0,0,0,1,too afraid,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,1,2020-10-11T21:17:13
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19073,6,25115.453249287293,22852.23799110888,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1,0,0,2. OTHER,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",6,9,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-12T18:00:11
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19075,15,8814.2808615121,11104.847625980203,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",15,15,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,2. The same as in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,4,5. IGBO,,,0,2020-10-10T19:34:02
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19080,15,13139.224712852738,13659.130449812106,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",20,20,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,1. YES,1,1,1,1,1,1,1,1,1,1,1,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-12T18:38:01
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19081,2,9440.12951815016,12448.690327622671,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1,0,0,2. OTHER,0,1,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,6,24,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,2. NO,1. YES,,,,,,,,,0,1,1,0,1,1,1,0,1,0,0,0,1. COMPLETE,3,5. IGBO,,,0,2020-10-09T10:07:41
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19082,15,7120.159792740775,8379.836069938865,2. NO,1. YES,2. NO,1. YES,1. YES,2. NO,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",12,20,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,3. Less than in August,96. OTHER (SPECIFY),High cost of goods in the market,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-09T16:03:23
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19087,6,10163.63588693923,9492.881929186045,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1,0,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,21,42,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,0,1,1,0,0,1,1,0,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-10-13T17:01:22
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19088,15,8963.571773348956,9709.933537523113,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1,1,0,1. NO FACILITIES/BUSH OR FIELD,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,24,40,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,4. No revenue from sales currently,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-11T20:49:41
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19091,6,13067.455752904101,11763.855233080843,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",18,18,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,1. YES,1. Open,,,,okada,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",,,,2. NO,,,,,,,,,,,,,,2. NO,2. NO,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-12T19:14:53
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19093,6,9543.385282764293,9921.00731655669,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1,0,0,2. OTHER,0,1,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",18,35,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,2. NO,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-14T12:19:22
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19095,6,11375.40208358236,11847.40355004339,2. NO,2. NO,2. NO,1. YES,1. YES,2. NO,1. YES,1,0,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",3,15,1. NFE TEMPORARILY CLOSED AT ROUND 5,,1. Open,,,,,,,,,1. YES,1,1,1,1,0,0,1,1,0,0,0,0,0,2. NO,2. NO,0,0,0,0,0,0,1,"God is with me, i will not come",1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-10-14T20:17:53
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19097,6,13053.662253295726,14924.672649191796,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",3,15,2. NFE WAS OPERATING AT ROUND 5,,2. Temporarily closed,11. LACK OF CAPITAL OR LOSS OF WORKING CAPITAL,,2. NO,,,,,,1. YES,1,1,1,1,0,0,0,0,0,1,1,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-12T17:30:49
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,2,8357.303616144842,9400.23243400937,2. NO,2. NO,1. YES,1. YES,1. YES,2. NO,1. YES,1,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,50,50,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,1,1,1,0,0,1,1,1,0,1,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-13T20:34:25
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19116,2,12156.421491587245,12775.164446324063,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1,0,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",21,21,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,2. NO,3. NOT SURE,0,1,1,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-10-12T16:59:08
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19117,15,8357.303616144842,9400.23243400937,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,1,1,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",8,18,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,1,1,0,1,1,0,0,0,0,0,0,0,1. YES,2. NO,0,0,0,0,1,0,1,The respondent said he doesn't take injection,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,1,2020-10-12T18:06:36
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19118,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9. REFERENCE PERSON CAN'T CONNECT TO HH,,,,,,2020-10-24T19:15:26
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19123,15,5999.510733537285,8737.748797070279,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,1,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",4. As an employee for a private company or another individual (not household member),,14,14,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-10-10T14:28:23
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19129,2,8144.905872887903,7849.506456741032,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,2. NO,1. YES,98. DON'T KNOW,6. ILL / QUARANTINED,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,1,1,1,1,1,0,0,0,1,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-13T13:38:56
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19131,15,4000.657992081279,4145.838149561077,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,2. NO,1. YES,1. WITHIN ONE WEEK,6. ILL / QUARANTINED,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,,1. NFE TEMPORARILY CLOSED AT ROUND 5,,1. Open,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-11T18:56:53
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19133,2,10239.066820155214,13783.205233506136,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1,0,0,2. OTHER,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",72,72,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,1. YES,0,0,0,1,0,1,1,1,0,0,0,0,0,1. YES,3. NOT SURE,0,1,1,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-10T18:12:40
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19135,6,12517.442560658796,16760.192523234215,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,0,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",6,25,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,1. YES,1,0,1,1,0,0,1,1,0,0,1,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-12T11:43:19
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19137,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5. NOBODY ANSWERING,,,,,,2020-10-24T18:54:01
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19138,2,17976.276794749207,18722.169462655584,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1,0,0,2. OTHER,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",10,10,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,3. Less than in August,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,5. IGBO,,,0,2020-10-13T14:57:12
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19148,2,5631.8753619548115,5178.407106752455,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,78,78,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-10-10T17:57:04
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19150,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3. REFUSED,,,,,,2020-10-15T20:15:23
