zone,state,lga,sector,ea,hhid,interviewer_id,wt_baseline,s3q1,s3q2__1,s3q2__2,s3q2__3,s3q2__4,s3q2__5,s3q2__6,s3q2__7,s3q2__8,s3q2__9,s3q2__10,s3q3__1,s3q3__2,s3q3__3,s3q3__4,s3q3__5,s3q3__6,s3q3__7,s3q3__8,s3q3__9,s3q3__10,s3q3__96,s3q3__11,s3q3__98,s3q3_os,s3q4,s3q5__1,s3q5__2,s3q5__3,s3q5__4,s3q5__5,s3q5__6,s3q5__96,s3q5_os,s4q1,s4q2,s4q3,s4q4,s5q1a1,s5q1b1,s5q1c1__1,s5q1c1__2,s5q1c1__3,s5q1c1__4,s5q1c1__5,s5q1c1__6,s5q1a2,s5q1b2,s5q1c2__1,s5q1c2__2,s5q1c2__3,s5q1c2__4,s5q1c2__5,s5q1c2__6,s5q1a3,s5q1b3,s5q1c3__1,s5q1c3__2,s5q1c3__3,s5q1c3__4,s5q1c3__5,s5q1c3__6,s5q1a4,s5q1b4,s5q1c4__1,s5q1c4__2,s5q1c4__3,s5q1c4__4,s5q1c4__5,s5q1c4__6,s5q1a5,s5q1b5,s5q1c5__1,s5q1c5__2,s5q1c5__3,s5q1c5__4,s5q1c5__5,s5q1c5__6,s5q1a6,s5q1b6,s5q1c6__1,s5q1c6__2,s5q1c6__3,s5q1c6__4,s5q1c6__5,s5q1c6__6,s5q1a7,s5q1b7,s5q1c7__1,s5q1c7__2,s5q1c7__3,s5q1c7__4,s5q1c7__5,s5q1c7__6,s5q1a8,s5q1b8,s5q1c8__1,s5q1c8__2,s5q1c8__3,s5q1c8__4,s5q1c8__5,s5q1c8__6,s5q2,s5q3,s5q4,s5q4_os,filter1,s5q4a,s5q4b,s5q5__1,s5q5__2,s5q5__3,s5q5__4,s5q5__5,s5q5__6,s5q5__7,s5q5__96,s5q5_os,s5q6,s5q7__1,s5q7__2,s5q7__3,s5q7__4,s5q7__5,s5q7__6,s5q7__7,s5q8,s5q9,s5q10,s5q10_os,s6q1,s6q2,s6q3,s6q3_os,s6q4,s6q5,s6q6,s6q7,s6q8,s6q8a,s6q8a_os,s6q9,s6q10_1,s6q10_2,s6q10_3,s6q10_4,s6q10_5,s6q10_6,s6q11,s6q12,s6q13,s6q14,s6q14_os,s6q15,s6q16,s6q17__1,s6q17__2,s6q17__3,s6q17__4,s6q17__5,s6q17__6,s6q17__96,s6q17_os,s8q4,s8q6,s8q8,s9q1,s9q2,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,s12q5,s12q9,s12q10,s12q10_os,s12q11,s12q14
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10094,2,3436.7586720805007,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,2. NO,2. NO,1,0,0,0,0,1,0,1,0,0,0,0,0,,1. YES,,,,,,,,,1. YES,1. YES,1. YES,2. NO,2. NO,,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,2. NO,0,0,0,0,1,0,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,1. YES,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,1. YES,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, raising family  livestock, or fishing",,,,,2. NO,,,,,,,2. NO,,,,,,1. YES,,,,,,,,,1. YES,1. YES,2. NO,1. Very worried,1. A substantial threat,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,2,5. IGBO,,1,2020-04-20T08:50:18
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10096,6,5127.422469388261,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,0,0,0,0,0,0,0,0,0,0,0,1,0,,2. NO,0,1,0,0,0,0,0,,1. YES,1. YES,1. YES,2. NO,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,,2. NO,,,,1. YES,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, raising family  livestock, or fishing",,,,,2. NO,,,,,,,2. NO,,,,,,1. YES,,,,,,,,,1. YES,1. YES,2. NO,1. Very worried,1. A substantial threat,1,0,0,0,0,0,0,0,0,1,0,1,1. COMPLETE,5,1. ENGLISH,,0,2020-04-20T14:34:05
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10097,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5. NOBODY ANSWERING,,,,,2020-05-10T22:28:35
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10100,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. PHONE TURNED OFF,,,,,2020-05-05T18:10:21
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. PHONE TURNED OFF,,,,,2020-05-08T21:24:10
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10103,15,10834.295684539864,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1,1,0,0,0,1,0,0,0,0,0,0,0,,2. NO,0,1,1,0,0,0,0,,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,1. YES,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,2. NO,1. YES,1. BUSINESS / OFFICE CLOSED DUE TO  CORONAVIRUS LEGAL RESTRICTIONS,,4. CONSTRUCTION,,,,,,,2. NO,,,,,,,2. NO,,,,,1. YES,1. YES,,,,,,,,,2. NO,2. NO,2. NO,4. Not worried at all,3. Not much of a threat,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,4,5. IGBO,,1,2020-04-20T11:42:16
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. PHONE TURNED OFF,,,,,2020-05-08T20:22:02
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10106,15,11203.314756971902,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,0,1,0,0,0,0,0,1,0,0,0,0,0,,1. YES,,,,,,,,,1. YES,1. YES,2. NO,2. NO,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,1. YES,1. YES,1. YES,0,0,0,1,1,0,0,0,,2. NO,,,,,,,,2. NO,,,,1. YES,,,,,4. CONSTRUCTION,4. As an employee for a private company or another individual (not household member),2. NO,1. Full normal payment,4. FURLOUGH (TEMPORARILY LAID OFF),,1. YES,3,4,,,,,2. NO,,,,,1. YES,1. YES,,,,,,,,,1. YES,2. NO,2. NO,1. Very worried,1. A substantial threat,0,0,0,0,0,0,0,1,0,0,1,1,1. COMPLETE,2,5. IGBO,,0,2020-05-05T15:46:18
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10108,2,11717.016224095905,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,0,1,0,0,1,1,0,0,0,0,0,0,0,,2. NO,0,1,1,0,0,0,1,govt shud distribute hand sanitizer and cleaners,1. YES,1. YES,1. YES,2. NO,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,1. YES,2. NO,96. OTHER (SPECIFY),wasnt too serious,1. YES,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,1. YES,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, raising family  livestock, or fishing",,,,,2. NO,,,,,,,1. YES,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",2. The same,,,,1. YES,,,,,,,,,1. YES,1. YES,2. NO,4. Not worried at all,2. A moderate threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,3,5. IGBO,,1,2020-04-20T11:57:23
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9. REFERENCE PERSON CAN'T CONNECT TO HH,,,,,2020-04-23T12:31:31
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,15,7528.704771417849,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,1,0,0,0,0,1,0,0,0,0,0,0,0,,1. YES,,,,,,,,,1. YES,1. YES,1. YES,1. YES,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,0,,2. NO,,,,,,,,1. YES,2. NO,96. OTHER (SPECIFY),TOO MUCH QUEUE DEPRIVED HER FROM ACCESSING THE ATM,2. NO,2. NO,,,,,,,,,,1. YES,1,,,,,,2. NO,,,,,2. NO,,,,,,,,,,1. YES,1. YES,2. NO,1. Very worried,1. A substantial threat,1,0,0,0,0,0,0,0,0,1,1,1,1. COMPLETE,2,1. ENGLISH,,1,2020-04-27T13:50:20
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5. NOBODY ANSWERING,,,,,2020-05-11T21:34:04
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,2,8236.4607859996,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,1,0,0,0,0,0,,2. NO,0,1,1,0,0,0,0,,2. NO,1. YES,2. NO,1. YES,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,,,1. YES,,,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",1. In your own non-farm business,,,,,2. NO,,,,,,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",3. Less,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,2. NO,,,,,,,,,,2. NO,1. YES,1. YES,4. Not worried at all,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,0,2020-04-20T12:36:51
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,2,7754.222936086193,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,0,0,0,0,0,0,0,0,0,0,0,1,0,,2. NO,0,1,0,0,0,0,0,,1. YES,1. YES,1. YES,1. YES,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,1. YES,2. NO,0,0,0,0,0,1,1. YES,2. NO,0,0,0,0,0,1,1. YES,1. YES,,,,,,,1. YES,2. NO,0,0,0,0,0,1,2. NO,,,,,,,,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,,2. NO,,,,1. YES,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, raising family  livestock, or fishing",,,,,2. NO,,,,,,,2. NO,,,,,,1. YES,,,,,,,,,1. YES,1. YES,1. YES,1. Very worried,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,1,2020-04-27T12:00:09
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,2,9744.8082874908,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,0,0,0,0,0,0,0,1,0,0,1,0,0,sharing of palliatives,1. YES,,,,,,,,,1. YES,1. YES,1. YES,1. YES,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,1. YES,1. YES,1. YES,1,0,0,0,1,1,0,0,,2. NO,,,,,,,,2. NO,,,,2. NO,1. YES,1. BUSINESS / OFFICE CLOSED DUE TO  CORONAVIRUS LEGAL RESTRICTIONS,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,,,,2. NO,,,,,,,1. YES,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",3. Less,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,2. NO,,,,,,,,,,2. NO,2. NO,2. NO,4. Not worried at all,2. A moderate threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,0,2020-04-26T21:02:06
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,15,8627.089536031512,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,0,1,0,0,0,0,0,1,0,0,0,0,0,,1. YES,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,,,2. NO,1. YES,1. BUSINESS / OFFICE CLOSED DUE TO  CORONAVIRUS LEGAL RESTRICTIONS,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,,,,1. YES,2,4,,,,,1. YES,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",3. Less,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,2. NO,,,,,,,,,,1. YES,2. NO,2. NO,3. Not too worried,1. A substantial threat,0,0,1,0,1,1,1,1,1,0,0,0,1. COMPLETE,1,5. IGBO,,2,2020-05-04T19:27:50
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,15,19595.276465508963,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,,2. NO,0,1,1,0,0,0,0,,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,1. YES,2. NO,,,,,,,,,,,,,,,,,,,1. YES,1. YES,,,2. NO,1. YES,1. BUSINESS / OFFICE CLOSED DUE TO  CORONAVIRUS LEGAL RESTRICTIONS,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",,,,,,,2. NO,,,,,,,1. YES,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",3. Less,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,2. NO,,,,,,,,,,1. YES,2. NO,2. NO,1. Very worried,1. A substantial threat,1,0,0,0,0,0,0,0,0,1,0,1,1. COMPLETE,2,5. IGBO,,0,2020-04-24T19:00:34
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,6,7872.422799256901,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,1,0,0,0,0,0,,1. YES,,,,,,,,,1. YES,1. YES,1. YES,2. NO,2. NO,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,1. YES,1. YES,1. YES,0,0,0,0,0,1,0,0,,1. YES,0,0,0,0,0,0,1,2. NO,,,,2. NO,2. NO,,,,,,,,,,2. NO,,,,,,,1. YES,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",4. No revenue from sales,"96. OTHER, SPECIFY",cost living is high,2. NO,,,,,,,,,,1. YES,1. YES,2. NO,1. Very worried,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,2,2020-04-30T12:19:46
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,15,11953.679709359572,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1,1,0,0,0,0,0,0,0,0,0,0,0,,1. YES,,,,,,,,,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,1. YES,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,2. NO,,,,2. NO,1. YES,1. BUSINESS / OFFICE CLOSED DUE TO  CORONAVIRUS LEGAL RESTRICTIONS,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",,,,,,,2. NO,,,,,,,1. YES,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",3. Less,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,2. NO,,,,,,,,,,1. YES,1. YES,1. YES,1. Very worried,1. A substantial threat,0,0,0,0,0,0,0,1,0,0,1,0,1. COMPLETE,1,1. ENGLISH,,0,2020-04-30T15:15:23
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,6,12896.45250847838,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,0,0,0,0,0,0,0,1,0,0,0,0,0,,1. YES,,,,,,,,,1. YES,1. YES,1. YES,2. NO,2. NO,,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,1. YES,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,2. NO,,,,2. NO,2. NO,,,,,,,,,,2. NO,,,,,,,1. YES,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",4. No revenue from sales,"96. OTHER, SPECIFY",no cusmer yet,2. NO,,,,,,,,,,1. YES,1. YES,2. NO,1. Very worried,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,0,2020-04-25T15:02:03
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,6,8122.405724970494,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,0,0,0,0,0,0,0,0,0,1,0,0,0,,1. YES,,,,,,,,,1. YES,1. YES,1. YES,2. NO,2. NO,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,1. YES,1. YES,1. YES,0,0,0,0,1,0,0,0,,2. NO,,,,,,,,2. NO,,,,2. NO,2. NO,,,,,,,,,,2. NO,,,,,,,2. NO,,,,,2. NO,,,,,,,,,,1. YES,1. YES,1. YES,1. Very worried,1. A substantial threat,1,0,0,0,0,0,0,0,0,0,1,0,1. COMPLETE,2,5. IGBO,,1,2020-04-25T12:52:15
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,6,10112.76464046832,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,,1. YES,,,,,,,,,1. YES,1. YES,1. YES,2. NO,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,,2. NO,,,,2. NO,2. NO,,,,,,,,,,2. NO,,,,,,,2. NO,,,,,2. NO,,,,,,,,,,1. YES,1. YES,1. YES,1. Very worried,1. A substantial threat,0,0,0,0,0,0,0,1,1,0,0,0,1. COMPLETE,1,5. IGBO,,0,2020-04-25T12:10:45
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,6,8694.053087629562,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,,2. NO,0,0,0,0,1,1,0,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,1. YES,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,2. NO,,,,2. NO,2. NO,,,,,,,,,,2. NO,,,,,,,1. YES,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",3. Less,"96. OTHER, SPECIFY",so many people joined the business,2. NO,,,,,,,,,,1. YES,2. NO,2. NO,1. Very worried,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,0,2020-04-28T10:36:00
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19034,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. PHONE TURNED OFF,,,,,2020-05-11T20:10:40
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19035,2,9767.117356923718,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,0,0,0,0,0,1,0,1,0,0,0,0,0,,2. NO,0,1,1,0,0,0,1,inadequate distribution of palliative measures,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,1. YES,2. NO,0,0,0,0,0,1,1. YES,2. NO,0,0,0,0,0,1,1. YES,2. NO,0,0,0,0,0,1,1. YES,2. NO,0,0,0,0,0,1,2. NO,,,,,,,,1. YES,2. NO,1. LACK OF MONEY,,1. YES,1. YES,1. YES,1,0,1,1,1,1,0,0,,2. NO,,,,,,,,1. YES,1. YES,,,2. NO,1. YES,1. BUSINESS / OFFICE CLOSED DUE TO  CORONAVIRUS LEGAL RESTRICTIONS,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",,,,,,,2. NO,,,,,,,1. YES,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",4. No revenue from sales,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,1. YES,2. NO,0,0,1,0,0,0,1,lack of fund,1. YES,1. YES,2. NO,2. Somewhat worried,2. A moderate threat,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,1. ENGLISH,,0,2020-04-29T22:02:07
4. South East,1. Abia,104. BENDE,2. Rural,412,19038,6,4007.207099843499,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,2. NO,0,1,0,0,0,0,0,1,0,0,0,0,0,,1. YES,,,,,,,,,1. YES,1. YES,1. YES,1. YES,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,,2. NO,,,,2. NO,2. NO,,,,,,,,,,2. NO,,,,,,,2. NO,,,,,1. YES,2. NO,0,0,0,0,0,0,1,she is not too strong to be going to her farm as beforr because she is aging,1. YES,1. YES,1. YES,4. Not worried at all,1. A substantial threat,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,5. IGBO,,0,2020-05-12T07:54:53
