zone,state,lga,sector,ea,hhid,indiv,wt_educ_r6,wt_educ_r6_pp_panel,wt_educ_r6_ph_panel,s5cq10,s5cq10a,s5cq11,s5cq12,s5cq12_os,s5cq12a,s5cq13a,s5cq13,s5cq13_os,s5cq14,s5cq14_os,s5cq15,s5cq16,s5cq17,s5cq17a,s5cq18,s5cq19,s5cq19_os,s5cq20,s5cq20_os,s5cq21
4. South East,1. Abia,104. BENDE,2. Rural,1020,19051,3,24949.85479874602,32586.21143608564,32240.807207304668,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,14. PRIMARY 4,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19051,5,48744.03445107473,57722.504887933625,57733.407918875375,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,2. NURSERY 2,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19058,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19058,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19058,4,16324.007209520007,17704.743771507277,17252.10771068344,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,11. PRIMARY 1,,6. PRIVATE,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19058,5,16700.406620919402,18792.09352224365,17965.324587414998,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,3. NURSERY 3,,6. PRIVATE,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19058,6,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19060,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19060,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19060,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19060,4,9489.787939693271,12394.310058349625,12262.934027865893,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,21. JS1,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19060,101,11507.921617946806,,,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,21. JS1,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19062,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19062,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19062,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19062,6,14696.122149050207,,15809.23210895153,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,2. NURSERY 2,,5. RELIGIOUS BODY,,3. NO,,2. NO,2. NO,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19062,7,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19062,8,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19063,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19063,2,11115.51828417363,16436.62605001674,13755.683509482806,1. YES,1. YES,2. NO,3. HAD ENOUGH/COMPLETED SCHOOLING,,,,,,,,,,,2. NO,2. NO,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19064,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19064,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19064,5,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19064,6,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19068,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19068,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19068,3,14733.218181041344,17447.02234944774,17450.317865206922,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,3. NURSERY 3,,5. RELIGIOUS BODY,,3. NO,,2. NO,2. NO,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19068,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19071,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19071,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19071,3,11571.081740351658,14357.632034027125,14365.861695981004,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,22. JS2,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19071,4,9163.653916539217,12184.98819721192,11933.428353386153,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,14. PRIMARY 4,,6. PRIVATE,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19071,5,14061.967642890706,15251.373688159907,14861.46001318932,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,13. PRIMARY 3,,6. PRIVATE,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19071,301,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19072,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19072,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19072,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19072,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19073,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19073,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19073,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19073,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19073,5,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19075,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19075,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19075,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19075,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19075,5,9860.103176024675,11095.05805629459,10606.924612290233,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,12. PRIMARY 2,,3. LOCAL GOVERNMENT,,3. NO,,2. NO,2. NO,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19075,6,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19080,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19080,2,14392.283582801236,21282.011077532577,17810.748260440414,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,25. SS2,,5. RELIGIOUS BODY,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19080,3,20934.503424935458,28343.534500081274,27530.644945508688,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,25. SS2,,5. RELIGIOUS BODY,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19080,6,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19080,101,12903.795968996032,,,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,22. JS2,,5. RELIGIOUS BODY,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19080,102,12903.795968996032,,,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,24. SS1,,5. RELIGIOUS BODY,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19081,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19081,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19081,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19081,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19082,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19082,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19082,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19082,601,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19087,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19087,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19087,3,11369.559943992112,12793.57075693122,12230.710272289478,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,3. NURSERY 3,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19087,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19088,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19088,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19088,6,7259.194414154905,9481.002833218596,9380.506999939504,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,23. JS3,,2. STATE GOVERNMENT,,3. NO,,2. NO,2. NO,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19091,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19091,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19093,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19093,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19093,5,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19093,6,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19093,401,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19095,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19095,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19095,3,8105.571166497949,10778.046606188202,10555.533159550649,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,13. PRIMARY 3,,4. COMMUNITY,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19095,101,8942.274408611509,,,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,12. PRIMARY 2,,6. PRIVATE,,"1. YES, EVERY DAY",,,1. YES,1. YES,11. PRIMARY 1,,6. PRIVATE,,1. YES
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19095,102,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19097,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19097,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19097,3,10571.575447240115,13807.198298950101,13660.846069896752,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,15. PRIMARY 5,,6. PRIVATE,,"1. YES, EVERY DAY",,,1. YES,1. YES,14. PRIMARY 4,,6. PRIVATE,,1. YES
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19097,4,10571.575447240115,13807.198298950101,13660.846069896752,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,13. PRIMARY 3,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19097,5,10261.565054251667,13161.825849759169,12933.84717312615,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,12. PRIMARY 2,,5. RELIGIOUS BODY,,"1. YES, EVERY DAY",,,1. YES,1. YES,11. PRIMARY 1,,5. RELIGIOUS BODY,,1. YES
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19097,6,14602.489955131408,16431.417696783345,15708.508049126789,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,11. PRIMARY 1,,5. RELIGIOUS BODY,,"1. YES, EVERY DAY",,,1. YES,1. YES,3. NURSERY 3,,5. RELIGIOUS BODY,,1. YES
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19097,7,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19097,8,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,4,9348.904800142102,,10057.007178556261,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,11. PRIMARY 1,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,5,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,102,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,103,6768.2054736861555,,,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,14. PRIMARY 4,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,104,8207.557279499792,,,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,15. PRIMARY 5,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,201,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19116,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19116,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19116,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19117,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19117,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19117,3,7519.48915129283,9330.33408117989,9335.682142421665,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,24. SS1,,6. PRIVATE,,"1. YES, EVERY DAY",,,1. YES,1. YES,23. JS3,,6. PRIVATE,,1. YES
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19117,4,8207.557279499792,10925.255003164693,10332.841681228469,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,23. JS3,,6. PRIVATE,,"1. YES, EVERY DAY",,,1. YES,1. YES,22. JS2,,6. PRIVATE,,1. YES
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19117,5,9138.196022572904,9911.133769844582,9657.747637530134,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,13. PRIMARY 3,,6. PRIVATE,,"1. YES, EVERY DAY",,,1. YES,1. YES,12. PRIMARY 2,,6. PRIVATE,,1. YES
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19123,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19123,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19129,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19129,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19129,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19129,102,6596.193939705472,,,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,14. PRIMARY 4,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19129,103,6402.761211945868,,,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,13. PRIMARY 3,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19131,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19131,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19131,3,4374.472716992977,4744.4795628761085,4623.183114437498,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,13. PRIMARY 3,,6. PRIVATE,,3. NO,,2. NO,2. NO,,,,,,
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19131,4,4475.339430338866,5035.8652353629095,4814.309455446562,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,96. OTHER POST-SECONDARY (SPECIFY),Nursey 3,6. PRIVATE,,3. NO,,2. NO,2. NO,,,,,,
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19131,5,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19131,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19133,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19133,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19133,3,16313.729481391802,22087.400163982973,21453.93587670733,1. YES,1. YES,2. NO,4. AWAITING ADMISSION,,,,,,,,,,,2. NO,1. YES,26. SS3,,6. PRIVATE,,2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19133,4,16313.729481391802,22087.400163982973,21453.93587670733,1. YES,1. YES,2. NO,7. LACK OF MONEY,,,,,,,,,,,2. NO,1. YES,26. SS3,,6. PRIVATE,,2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19133,5,10055.602105686168,13385.226989445591,12659.423629854358,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,24. SS1,,6. PRIVATE,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19133,6,10055.602105686168,13385.226989445591,12659.423629854358,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,24. SS1,,6. PRIVATE,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19133,7,8048.993596875453,10323.90784717654,10145.085328511806,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,16. PRIMARY 6,,6. PRIVATE,,"1. YES, EVERY DAY",,,2. NO,,,,,,
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19135,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19135,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19135,5,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19135,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19135,301,10137.314916645779,,,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,15. PRIMARY 5,,6. PRIVATE,,"1. YES, EVERY DAY",,,1. YES,1. YES,14. PRIMARY 4,,6. PRIVATE,,2. NO
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19138,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19138,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19138,5,14558.180575380853,19013.976401093867,18812.43386007891,1. YES,1. YES,2. NO,4. AWAITING ADMISSION,,,,,,,,,,,2. NO,1. YES,16. PRIMARY 6,,3. LOCAL GOVERNMENT,,1. YES
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19148,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19148,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19148,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19148,501,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19151,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19151,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19151,3,4785.071027325275,5384.389991045897,5147.500664567727,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,12. PRIMARY 2,,6. PRIVATE,,"1. YES, EVERY DAY",,,1. YES,1. YES,11. PRIMARY 1,,6. PRIVATE,,2. NO
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19151,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19151,5,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19151,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19152,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19153,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19153,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19153,4,4475.817975271594,5845.723434789822,5783.76049078141,1. YES,1. YES,2. NO,7. LACK OF MONEY,,,,,,,,,,,2. NO,1. YES,16. PRIMARY 6,,2. STATE GOVERNMENT,,1. YES
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19153,5,6043.094019294216,6554.238173598438,6386.673785946968,1. YES,1. YES,2. NO,7. LACK OF MONEY,,,,,,,,,,,2. NO,1. YES,13. PRIMARY 3,,2. STATE GOVERNMENT,,1. YES
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19153,6,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19153,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19158,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19158,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,556,19158,4,7529.17346475228,11133.46274478667,9317.507706014105,1. YES,1. YES,2. NO,3. HAD ENOUGH/COMPLETED SCHOOLING,,,,,,,,,,,2. NO,2. NO,,,,,
