zone,state,lga,sector,ea,hhid,indiv,wt_employ_r5,wt_employ_r5_pp_panel,wt_employ_r5_ph_panel,respondent,s6q0a,s6q0c,s6q1_1,s6q1a_1,s6q1b_1,s6q1c_1,s6q1c_1_os,s6q1d_1,s6q3a_1,s6q3b_1,s6q3b_1_os,s6q6_1,s6q6a_1,s6q5a_1,s6q8b1_1,s6q8c1_1
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19062,3,16138.641357504172,,18293.01313327168,2. NO,2. NO,4,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",72,72
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19062,4,13370.644525606804,,17616.8439586273,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",9,30
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19063,1,8116.686157262261,8848.30490269136,8952.34637964636,1. YES,,,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),Couldn't go to the farm dueto one her daughters marriage ceremony held last week.,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19063,2,9308.315563386363,14279.681148714943,12247.803406427736,2. NO,1. YES,,2. NO,2. NO,,,,,2. NO,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19064,1,,,,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",32,42
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19064,2,9389.096159998748,9922.03180761984,9823.24250412475,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",28,42
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19068,1,11082.549189487201,14467.451537769692,12561.975533284382,2. NO,2. NO,2,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",4,18
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19068,2,9181.741038026339,13210.075448499565,12097.64412071929,1. YES,,,2. NO,1. YES,2. WITHIN ONE MONTH,6. ILL / QUARANTINED,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19071,1,11115.53841802679,13859.339100151112,13496.370415925367,2. NO,2. NO,2,1. YES,,,,,,,,,1. In your own non-farm business,,"2. MINING, MANUFACTURING",36,36
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19071,2,9826.424609735015,10825.996815720446,10899.255602280176,1. YES,,,2. NO,1. YES,4. IN MORE THAN THREE MONTHS,2. BUSINESS / OFFICE CLOSED FOR ANOTHER REASON,,,,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19072,2,8497.935611583334,9263.919274179563,9372.847690896348,2. NO,2. NO,3,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",24,24
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19072,3,12425.739732686216,16220.88784177056,14084.470624595198,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,4. CONSTRUCTION,27,27
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,10,19072,101,10294.556106248918,,,2. NO,2. NO,3,2. NO,1. YES,1. WITHIN ONE WEEK,7. NEED TO CARE FOR ILL RELATIVE,,"3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19073,1,,,,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",2,3
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19073,2,19314.097807199014,21055.024551564355,21302.596925681148,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",12,12
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19073,3,22149.645031015578,33979.28083188605,29144.316822381614,2. NO,1. YES,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",19.5,19.5
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19073,4,22655.730689222295,25241.196593067118,24613.45426770671,2. NO,1. YES,,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"1. AGRICULTURE, HUNTING, FISHING",8,20
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19073,5,23397.454700264956,33662.69432053046,30827.931121361715,2. NO,1. YES,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",24,24
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19075,3,7889.71347154198,8692.277843890515,8751.097898812275,2. NO,2. NO,4,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",12,30
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19075,4,9137.126771564763,13145.887423200651,12038.861421869056,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",12,12
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19080,1,10009.541559414907,11027.740948797593,11102.364924229661,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",16,20
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19080,2,10973.89402180509,16834.80824474294,14439.35754721496,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",16,20
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19080,3,14846.852206301239,20180.646127916676,20405.972197723415,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",16,20
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19080,102,14846.852206301239,,,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",16,20
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19081,1,7995.187332041778,8715.854462937968,8818.3385411,2. NO,2. NO,3,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",60,60
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19081,2,11690.617750339821,15261.240248775057,13251.216090974473,2. NO,2. NO,3,2. NO,2. NO,,,,,2. NO,,,,,,,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19081,3,8363.237182083334,9213.969749755253,9276.320058438605,1. YES,,,2. NO,1. YES,98. DON'T KNOW,96. OTHER (SPECIFY),lack of capital,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19081,4,9168.979215544321,14065.928337471942,12064.465810692194,2. NO,1. YES,,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",60,60
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19082,1,7256.839723816665,7668.746100318749,7592.391770820494,1. YES,,,2. NO,1. YES,1. WITHIN ONE WEEK,6. ILL / QUARANTINED,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19082,2,8565.7108872803,11181.904544653595,9709.16065892793,2. NO,2. NO,1,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,4. CONSTRUCTION,16,40
4. South East,1. Abia,107. ISIALA NGWA SOUTH,2. Rural,1322,19082,3,6718.107354895921,10306.09999172077,8839.629209573906,2. NO,2. NO,1,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",48,54
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19087,1,8713.982804599531,9422.477467058,9286.70483652359,2. NO,2. NO,2,2. NO,1. YES,98. DON'T KNOW,96. OTHER (SPECIFY),rainning season,"3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19087,2,7606.3515702285,8380.091554049439,8436.799065510892,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",36,36
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19088,1,8658.912463268276,9362.929604509653,9228.015025370873,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"1. AGRICULTURE, HUNTING, FISHING",34,51
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19088,2,8950.972273633957,9459.039517189402,9364.86002414262,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",24,24
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19091,1,,,,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",30,30
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19091,101,11880.69612200232,,,2. NO,1. YES,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",20,30
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19093,1,8609.819489856662,9098.522518085962,9007.932534116566,1. YES,,,2. NO,1. YES,98. DON'T KNOW,6. ILL / QUARANTINED,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19093,4,8419.674438612468,,11093.563252198355,2. NO,1. YES,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",20,25
4. South East,1. Abia,109. OBINGWA,2. Rural,1214,19095,2,8584.043201239194,9357.788396743723,9467.820559574531,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",6,6
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19097,1,12182.349733899197,13572.596214922785,13235.049099130594,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",3,12
4. South East,1. Abia,109. OBINGWA,2. Rural,1792,19097,2,12581.186630069167,18100.970603130063,16576.67296829416,2. NO,1. YES,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",3,12
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,1,10012.760742699378,13070.921529651145,11349.379399978992,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"1. AGRICULTURE, HUNTING, FISHING",21,35
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,2,8295.435882422269,11934.918816719779,10929.869478584362,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",8,8
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,3,6847.704677237291,7464.94045646559,7552.715848364165,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,"1. AGRICULTURE, HUNTING, FISHING",6,6
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,101,10012.760742699378,,,2. NO,2. NO,1,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",28,42
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,102,10624.560894170949,,,2. NO,2. NO,1,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,4. CONSTRUCTION,16,16
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19115,201,7853.031986899075,,,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",9,9
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19116,2,11854.349814691854,12527.216029710004,12402.488053595558,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",26,26
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19116,4,10974.308060879315,16835.443412934517,14439.902336349918,2. NO,2. NO,2,1. YES,,,,,,,,,1. In your own non-farm business,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",998. DON'T KNOW,48
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19117,1,8205.992117374417,8873.184346887112,8745.326723007884,2. NO,2. NO,2,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),Went for burial,"3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19117,2,6847.704677237291,7464.94045646559,7552.715848364165,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",66,66
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19118,1,12801.231428858395,13842.0418531634,13642.585771581687,1. YES,,,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,4. CONSTRUCTION,15,30
4. South East,1. Abia,109. OBINGWA,2. Rural,1996,19118,3,13233.009119119099,13984.129585316829,13844.89576219427,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",24,28
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19123,2,6719.761499136181,7101.182712144816,7030.4793614878035,1. YES,,,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",14,14
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19123,4,7931.763194957941,10354.33253397804,8990.586325155535,2. NO,2. NO,2,1. YES,,,,,,,,,5. As an employee for the government,,8. PUBLIC ADMINISTRATION,72,72
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19129,1,,,,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",16,32
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19129,2,5940.130327676852,6475.559518089969,6551.701421401546,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",45,45
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19129,101,6213.577838727284,,,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",36,36
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19131,1,3573.783669173434,3981.6229020418286,3882.6009238237875,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",46,57.5
4. South East,1. Abia,110. OHAFIA,2. Rural,338,19131,2,3690.785464174426,5310.055494273654,4862.891349972516,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",32,45
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19133,1,10324.192270112622,12872.654137436753,12535.526205073256,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",36,36
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19133,2,9126.854065309406,10055.263941138537,10123.307230583809,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",998. DON'T KNOW,998. DON'T KNOW
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19133,3,13537.588371234971,18401.023769155832,18606.479547927385,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19133,4,13537.588371234971,18401.023769155832,18606.479547927385,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19135,1,10274.30224982315,11200.403367512588,11332.101644376138,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",16,16
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19135,2,15023.155213983575,19611.62240623055,17028.619048207227,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19135,5,12446.479450749444,17907.162915143843,16399.185985251755,2. NO,2. NO,1,2. NO,2. NO,,,,,1. YES,1. APPLY TO PROSPECTIVE EMPLOYERS,,,,,,
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19135,101,11782.69624844313,,,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19137,1,11488.93846107985,12657.626363147023,12743.279662688372,2. NO,2. NO,101,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",42,42
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19137,101,17041.197174360223,,,1. YES,,,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",16,30
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19138,1,,,,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",10,10
4. South East,1. Abia,111. OSISIOMA NORTH,2. Rural,118,19138,2,13565.15882168412,14787.889907545707,14961.771111228123,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",10,10
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19148,1,6121.391987336563,7991.026288833572,6938.545912118169,2. NO,2. NO,501,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",48,48
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19148,501,4801.02224713121,,,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",72,72
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19150,1,2770.9529680993905,3052.8222828307103,3073.4805242683883,2. NO,2. NO,2,1. YES,,,,,,,,,1. In your own non-farm business,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",27,54
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19150,2,3134.4701043083383,3908.194316925133,3805.8407964100475,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,,24,48
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19151,1,4011.855653684084,5002.156965702469,4871.153148059256,2. NO,2. NO,2,1. YES,,,,,,,,,1. In your own non-farm business,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",50,50
4. South East,1. Abia,112. UGWUNAGBO,2. Rural,266,19151,2,3546.5845776874203,3907.3533731372763,3933.79416853456,1. YES,,,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),taking care of kids,,,,,,,,,
