zone,state,lga,sector,ea,hhid,interviewer_id,wt_round4,wt_r4panel,s2q0a,s2q0b,s5q1c,s5q1d,s5q1e,filter3,s5q2a,s5q2b,s5q2c__1,s5q2c__2,s5q2c__3,s5q2c__4,s5q2c__5,s5q2c__6,s5q2c__96,s5q2c_os,s5q2d,s5q2e,s5q2f__1,s5q2f__2,s5q2f__3,s5q2f__4,s5q2f__5,s5q2f__6,s5q2f__7,s5q2f__8,s5q2f__9,s5q2f__96,s5q2f_os,s5q2,s5q3,s5q4,s5q4_os,filter1,s5q4b,s5q5__1,s5q5__2,s5q5__3,s5q5__4,s5q5__5,s5q5__6,s5q5__7,s5q5__96,s5q5_os,s5q5b,s5q5c,s5q21,s5q22,s5q23,s5bq1,s5bq2__9,s5bq2__1,s5bq2__2,s5bq2__3,s5bq2__4,s5bq2__5,s5bq2__6,s5bq2__7,s5bq2__8,s5bq2__96,s5bq2_os,s5bq3__1,s5bq3__2,s5bq3__3,s5bq3__4,s5bq3__5,s5bq3__6,s5bq3__7,s5bq3__8,s5bq3__9,s5bq3__10,s5bq3__11,s5bq3__12,s5bq3__13,s5bq3__96,s5bq3_os,s5bq4_1,s5bq4_2,s5bq4_3,s5bq4_4,s5bq5,s5bq6,s5bq7__1,s5bq7__2,s5bq7__3,s5bq7__4,s5bq7__5,s5bq7__6,s5bq7__7,s5bq7__8,s5bq7__9,s5bq7__10,s5bq7__11,s5bq7__12,s5bq7__13,s5bq7__96,s5bq7_os,s5bq8_1,s5bq8_2,s5bq8_3,s5bq9,s5bq10,s5bq11,emp_case,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q6a,s6q7,s6q8,s6q8a,s6q8a_os,s6q8b,s6q8c,s6q9,s6q10_1,s6q10_2,s6q10_3,s6q10_4,s6q10_5,s6q10_6,s6q10_7,s6q10_8,s6q10_9,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q11b1,s6q11c,s6q12,s6q13,s6q14,s6q14_os,crop_filter1,s6q16,s6aq9,s6aq10,s6aq11,s6bq1,s6bq2__1,s6bq2__2,s6bq2__3,s6bq2__4,s6bq2__5,s6bq3,s6bq4__1,s6bq4__3,s6bq4__4,s6bq4__7,s6bq4__96,s6bq4_os,s6bq6,s6bq7,s6bq8,s6bq9,s6bq10,s6bq11,s6bq12,s6bq13,s6bq13_os,s8q1,s8q2,s8q3,s8q4,s8q5,s8q6,s8q7,s8q8,s9q1,s9q3__1,s9q3__2,s9q3__3,s9q3__4,s9q3__5,s9q3__6,s9q3__7,s9q3__8,s9q3__96,s9q3_os,s9q2,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,s12q5,s12q9,s12q10,s12q10_os,s12q10a,s12q11,s12q14
5. South South,3. Akwa Ibom,327. UDUNG UKO,2. Rural,196,39153,17,3163.4733679103488,,2. NO,2. NO,1. All of the time,4. Some of the time,0. NONE,2. NO,,,,,,,,,,,1. YES,,,,,,,,,,,,,1. YES,1. YES,,,2. NO,,,,,,,,,,,,,2. NO,2. NO,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,2. NO,1. YES,98. DON'T KNOW,6. ILL / QUARANTINED,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 3,2. NO,,,,,,,,,,1. YES,,98. DON'T KNOW,2. NO,,1. YES,0,0,1,0,0,2. NO,,,,,,,1. YES,2. Higher,2. NO,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,0,0,0,0,0,0,0,1,0,0,1,1,1. COMPLETE,1,1. ENGLISH,,,0,2020-08-12T18:28:51
5. South South,3. Akwa Ibom,327. UDUNG UKO,2. Rural,246,39155,17,18218.96771381497,17575.02714141197,2. NO,2. NO,2. Most of the time,2. Most of the time,1. ONE,1. YES,2. NO,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,2. NO,,,,1. YES,1. YES,1,0,0,1,1,1,0,0,,2. NO,1. YES,2. NO,2. NO,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 3,2. NO,,,,,,,,,,1. YES,,2. Higher,1. YES,98. DON'T KNOW,2. NO,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,0,0,1,0,0,1,0,0,0,0,0,1,1. COMPLETE,2,2. PIDGIN,,2. NO,0,2020-08-21T16:05:50
5. South South,3. Akwa Ibom,327. UDUNG UKO,2. Rural,246,39157,18,10727.215612786691,11912.234616529964,2. NO,2. NO,5. None of the time,5. None of the time,2. TWO,1. YES,2. NO,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,2. NO,,,,1. YES,2. NO,,,,,,,,,,2. NO,1. YES,2. NO,2. NO,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,2. NO,1. YES,98. DON'T KNOW,96. OTHER (SPECIFY),CHURCH PROGRAMME,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 3,2. NO,,,,,,,,,,1. YES,,4. Lower,2. NO,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,4. Not worried at all,0,0,0,0,0,1,0,0,0,,4. Not a threat at all,0,1,1,1,0,0,0,1,1,0,0,0,1. COMPLETE,1,6. IBIBIO,,,0,2020-08-14T15:01:55
5. South South,3. Akwa Ibom,327. UDUNG UKO,2. Rural,246,39160,17,5047.228858106329,5819.17782916727,2. NO,2. NO,1. All of the time,1. All of the time,1. ONE,1. YES,2. NO,,,,,,,,,,1. YES,,,,,,,,,,,,,2. NO,,,,1. YES,1. YES,0,0,1,1,1,1,0,0,,2. NO,1. YES,2. NO,2. NO,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,General Household Upkeep,1,,,1. Very worried,1. YES,1. YES,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 3 INTERVIEW,2. NO,1. YES,98. DON'T KNOW,1. BUSINESS / OFFICE CLOSED DUE TO CORONAVIRUS RECOMMENDATIONS,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 3,2. NO,,,,,,,,,,1. YES,,2. Higher,1. YES,4. Lower,1. YES,0,1,0,0,0,2. NO,,,,,,,1. YES,3. The same,1. YES,1. USUAL SALE,2. NO,,,5. FALL IN PRICES/ IT WAS NOT PROFITABLE,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-08-17T17:10:46
5. South South,3. Akwa Ibom,329. URUAN,2. Rural,608,39167,11,16394.200978684286,17600.533993972353,2. NO,2. NO,1. All of the time,1. All of the time,2. TWO,1. YES,2. NO,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,2. NO,,,,1. YES,2. NO,,,,,,,,,,2. NO,1. YES,2. NO,2. NO,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,1. Higher than in June,,,1. YES,,3. The same,2. NO,,1. YES,0,0,1,0,0,1. YES,1,1,1,1,0,,2. NO,,1. YES,2. SALES DUE TO CORONAVIRUS,1. YES,,,,,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-08-09T19:22:55
5. South South,3. Akwa Ibom,329. URUAN,2. Rural,608,39175,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3. REFUSED,,,,,,2020-08-15T20:21:07
5. South South,3. Akwa Ibom,316. MBO,2. Rural,910,39185,11,11321.078949392913,9758.07641059964,2. NO,2. NO,2. Most of the time,1. All of the time,0. NONE,2. NO,,,,,,,,,,,1. YES,,,,,,,,,,,,,2. NO,,,,2. NO,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,2. NO,1. YES,1. WITHIN ONE WEEK,13. ROTATION OF PERSONEL DUE TO CORONAVIRUS (MY TURN IS NEXT WEEK),,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,,,,,,,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 3,2. NO,,,,,,,,,,1. YES,,2. Higher,2. NO,,2. NO,,,,,,,,,,,,,,,,,,,,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,4. Not worried at all,1,0,0,0,0,1,0,0,0,,4. Not a threat at all,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-08-13T11:51:07
5. South South,3. Akwa Ibom,316. MBO,2. Rural,910,39186,4,10008.157083852626,12088.11870128759,2. NO,2. NO,1. All of the time,1. All of the time,5. FIVE OR MORE,1. YES,1. YES,1. YES,,,,,,,,,1. YES,,,,,,,,,,,,,1. YES,1. YES,,,1. YES,1. YES,1,1,1,1,1,1,1,0,,1. YES,,2. NO,2. NO,,1. YES,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,1,,,,2. WITHIN ONE MONTH,2. NO,,,,,,,,,,,,,,,,,,,1. Very worried,2. NO,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,1. Higher than in June,,,1. YES,,2. Higher,1. YES,2. Higher,2. NO,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,1,2020-08-12T13:25:45
5. South South,3. Akwa Ibom,317. MKPAT ENIN,2. Rural,586,39187,11,5575.324521841638,5257.897483087304,2. NO,2. NO,4. Some of the time,4. Some of the time,1. ONE,1. YES,2. NO,,,,,,,,,,2. NO,"2. YES, WAS PLANNING TO GO BUT DID NOT",1,0,0,0,0,0,0,0,0,0,,2. NO,,,,1. YES,1. YES,1,1,1,1,1,1,0,0,,1. YES,,2. NO,2. NO,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,2. NO,2. NO,,,,3. LAID OFF WHILE BUSINESS CONTINUES,,1. YES,1. APPLY TO PROSPECTIVE EMPLOYERS,,,,,,,,,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 3,2. NO,,,,,,,,,,2. NO,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,2. PIDGIN,,2. NO,0,2020-08-18T12:38:12
5. South South,3. Akwa Ibom,304. ESSIEN UDIM,2. Rural,184,39193,18,8087.905488118317,8308.870822794348,2. NO,2. NO,4. Some of the time,3. About half of the time,1. ONE,2. NO,,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,2. NO,,,,1. YES,2. NO,,,,,,,,,,2. NO,2. NO,2. NO,1. YES,2. THE SAME,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,3. Permanently closed,96. OTHER (SPECIFY),"UNDER NFE, THE PREVIOUS INTERVIEWER STATED IN S6Q11A2 AND S6Q13 THAT THEY HAVE A BUSINESS (DRIVING OF MACHINE-OKADA). THIS OKADA BUSINESS BELONGS TO THEIR NEIGHBOUR NOT THE HH. THEY ARE STRICTLY FARMERS IN THIS HH WITH NO BUSINESS CURRENTLY OPERATING",2. NO,,,4. No revenue from sales currently,96. OTHER (SPECIFY),THE OKADA BUSINESS BELONGS TO THEIR NEIGHBOUR AND IT WAS WRONGLY CAPTURED FOR THIS HH,1. YES,,1. Much higher,1. YES,1. Much higher,2. NO,,,,,,,,,,,,,,,,,,,,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,6. IBIBIO,,,0,2020-08-22T14:52:54
4. South East,4. Anambra,417. ONITSHA NORTH,1. Urban,678,40012,6,31187.81028427993,31722.299461679013,2. NO,2. NO,1. All of the time,2. Most of the time,0. NONE,1. YES,2. NO,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,1. YES,1. YES,,,1. YES,2. NO,,,,,,,,,,1. YES,,1. YES,2. NO,1. LOWER,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,1. Higher than in June,,,2. NO,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,4. Not worried at all,1,0,0,0,0,0,0,0,0,,4. Not a threat at all,0,0,0,1,1,1,1,1,1,0,0,0,1. COMPLETE,2,1. ENGLISH,,,0,2020-08-14T08:42:59
5. South South,12. Edo,1209. ETSAKO WEST,2. Rural,0,40013,18,48816.54541512493,46654.27083771394,2. NO,2. NO,2. Most of the time,1. All of the time,1. ONE,1. YES,2. NO,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,2. NO,,,,2. NO,,,,,,,,,,,,,1. YES,2. NO,1. LOWER,1. YES,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,5,,,,6. MORE THAN 12 MONTHS,2. NO,,,,,,,,,,,,,,,,,,,1. Very worried,2. NO,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,,,,,,,1. YES,5,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,3. Less than in June,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,0,0,0,0,0,0,0,1,0,0,1,1,1. COMPLETE,3,1. ENGLISH,,,0,2020-08-23T14:43:47
4. South East,4. Anambra,417. ONITSHA NORTH,1. Urban,678,40017,15,27002.789609618187,26524.04886745701,2. NO,2. NO,1. All of the time,1. All of the time,1. ONE,1. YES,2. NO,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,2. NO,,,,1. YES,1. YES,1,0,1,0,1,1,0,0,,2. NO,1. YES,1. YES,98. DON'T KNOW,1. LOWER,1. YES,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,3. Less than in June,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. Somewhat worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-08-20T09:11:10
4. South East,4. Anambra,417. ONITSHA NORTH,1. Urban,678,40019,15,36586.67726080401,35506.238150288445,2. NO,2. NO,2. Most of the time,2. Most of the time,1. ONE,2. NO,,,,,,,,,,,1. YES,,,,,,,,,,,,,1. YES,1. YES,,,1. YES,1. YES,1,1,1,0,1,0,1,0,,2. NO,1. YES,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,4. As an employee for a private company or another individual (not household member),,2. NO,2. Partial payment,96. OTHER (SPECIFY),No customers,60,2. Same number of hours,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 3,2. NO,,,,,,,,,,2. NO,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. Somewhat worried,,,,,,,,,,,3. Not much of a threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,5,1. ENGLISH,,,0,2020-08-14T16:38:15
4. South East,4. Anambra,417. ONITSHA NORTH,1. Urban,678,40020,2,34568.518794500895,35692.745939415,2. NO,2. NO,1. All of the time,1. All of the time,2. TWO,1. YES,2. NO,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,2. NO,,,,1. YES,2. NO,,,,,,,,,,2. NO,1. YES,2. NO,2. NO,,1. YES,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,,,,3. WITHIN THE NEXT 2 TO 3 MONTHS,2. NO,,,,,,,,,,,,,,,,,,,1. Very worried,1. YES,1. YES,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,1. Higher than in June,,,1. YES,,4. Lower,1. YES,4. Lower,2. NO,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,4. Not worried at all,1,0,0,0,0,0,0,0,0,,1. A substantial threat,1,0,0,0,0,0,0,0,0,1,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-08-10T10:29:36
4. South East,4. Anambra,421. OYI,1. Urban,0,40176,2,7405.533639582587,7646.37421449081,2. NO,2. NO,1. All of the time,1. All of the time,1. ONE,1. YES,2. NO,,,,,,,,,,1. YES,,,,,,,,,,,,,2. NO,,,,1. YES,1. YES,1,0,1,1,1,1,1,0,,2. NO,1. YES,1. YES,2. NO,3. HIGHER,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 3,1. YES,1. Open,,,,panel beater work,4. CONSTRUCTION,,,,1. YES,,1. Much higher,1. YES,1. Much higher,1. YES,0,1,1,0,0,2. NO,,,,,,,2. NO,,2. NO,,,,,,,2. NO,2. NO,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,4. Not worried at all,0,0,0,0,0,1,0,0,0,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-08-14T11:37:55
4. South East,4. Anambra,421. OYI,1. Urban,800,40178,2,8378.170718241763,7912.64008459927,2. NO,2. NO,4. Some of the time,4. Some of the time,1. ONE,1. YES,2. NO,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,1. YES,2. NO,1. LACK OF MONEY,,2. NO,,,,,,,,,,,,,2. NO,2. NO,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 3 INTERVIEW,2. NO,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,2. The same as in June,,,1. YES,,4. Lower,2. NO,,1. YES,0,1,0,0,0,1. YES,1,0,0,0,0,,97. NEW TO LIVESTOCK FARMING,,2. NO,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,4,5. IGBO,,,1,2020-08-18T16:10:32
4. South East,4. Anambra,421. OYI,1. Urban,800,40180,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3. REFUSED,,,,,,2020-08-24T19:32:53
4. South East,4. Anambra,402. ANAMBRA EAST,2. Rural,1080,40202,2,8068.226881586338,8754.802430082344,2. NO,2. NO,1. All of the time,1. All of the time,0. NONE,1. YES,2. NO,,,,,,,,,,1. YES,,,,,,,,,,,,,2. NO,,,,1. YES,1. YES,1,0,1,1,1,1,1,0,,2. NO,1. YES,2. NO,2. NO,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,1. Higher than in June,,,1. YES,,4. Lower,1. YES,4. Lower,1. YES,0,1,1,0,0,2. NO,,,,,,,1. YES,4. Lower,1. YES,2. SALES DUE TO CORONAVIRUS,1. YES,2. Normal,4. Lower,,,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,4. Not worried at all,0,0,0,0,0,1,0,0,0,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-08-12T14:49:22
6. South West,24. Lagos,406. AWKA SOUTH,1. Urban,0,40210,6,5060.1980065019025,5591.682031279786,2. NO,2. NO,1. All of the time,2. Most of the time,0. NONE,2. NO,,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,2. NO,,,,2. NO,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",5. As an employee for the government,,1. YES,,,,70,2. Same number of hours,,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 3,2. NO,,,,,,,,,,2. NO,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,1. ENGLISH,,,0,2020-08-15T14:23:59
