zone,state,lga,sector,ea,hhid,shock_cd,shock_cd_os,s10q1,s10q3__1,s10q3__6,s10q3__7,s10q3__8,s10q3__9,s10q3__11,s10q3__12,s10q3__13,s10q3__14,s10q3__15,s10q3__16,s10q3__17,s10q3__18,s10q3__19,s10q3__20,s10q3__21,s10q3__96,s10q3_os
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10108,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10108,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,"8. Disruption of farming, livestock, fishing activities",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Received assistance from church.
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,6. Nonfarm business closure,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,11. Fall in the price of farming/business output,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sold it like that and endured it tru
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,96. Other (Specify),lack of money,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,"1. Illness, injury, or death of income earning member of household",,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,6. Nonfarm business closure,,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,10. Increase in price of farming/business inputs,,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,7. Theft/looting of cash and other property,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,reduce the  quantity i buy
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,5. Job loss,,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,6. Nonfarm business closure,,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Relied on other alternative foods that are not affected with the increase.
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,96. Other (Specify),Lack of money,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,collect advice payment from the  customer
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,we manage with what we see
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,6. Nonfarm business closure,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,help from people
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,we buy at that market  price
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19035,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19035,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19035,6. Nonfarm business closure,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19035,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19035,"8. Disruption of farming, livestock, fishing activities",,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19035,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19035,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19035,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19035,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19038,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19038,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19038,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19038,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19038,"8. Disruption of farming, livestock, fishing activities",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,we are still discussing with the owners of the cows
4. South East,1. Abia,104. BENDE,2. Rural,412,19038,10. Increase in price of farming/business inputs,,1. YES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,1. Abia,104. BENDE,2. Rural,412,19038,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19038,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,1. Abia,104. BENDE,2. Rural,412,19038,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19041,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19041,5. Job loss,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,1. Abia,104. BENDE,2. Rural,412,19041,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19041,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19041,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19041,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,1. Abia,104. BENDE,2. Rural,412,19041,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19041,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,1. Abia,104. BENDE,2. Rural,412,19041,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19044,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19044,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19044,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19044,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19044,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19044,10. Increase in price of farming/business inputs,,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,1. Abia,104. BENDE,2. Rural,412,19044,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19044,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,1. Abia,104. BENDE,2. Rural,412,19044,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19045,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19045,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19045,6. Nonfarm business closure,,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,1. Abia,104. BENDE,2. Rural,412,19045,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19045,"8. Disruption of farming, livestock, fishing activities",,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,1. Abia,104. BENDE,2. Rural,412,19045,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19045,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,412,19045,12. Increase in price of major food items consumed,,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,1. Abia,104. BENDE,2. Rural,412,19045,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19051,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19051,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19051,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19051,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19051,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19051,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19051,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19051,12. Increase in price of major food items consumed,,1. YES,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19051,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19058,"1. Illness, injury, or death of income earning member of household",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19058,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19058,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19058,7. Theft/looting of cash and other property,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19058,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19058,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,104. BENDE,2. Rural,1020,19058,11. Fall in the price of farming/business output,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
