zone,state,lga,sector,ea,hhid,source_cd,source_cd_os,s7q1,s7q2
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10091,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10091,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10091,96. OTHER (SPECIFY),,2. NO,
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10091,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10094,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,2. Stayed the same
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10094,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10094,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,3. Reduced
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10094,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10094,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10094,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10094,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10094,8. PENSION,,2. NO,
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10094,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10094,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10094,96. OTHER (SPECIFY),,2. NO,
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10094,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10096,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10096,2. NON-FARM FAMILY BUSINESS,,2. NO,
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10096,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10096,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10096,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10096,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10096,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10096,8. PENSION,,2. NO,
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10096,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10096,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10096,96. OTHER (SPECIFY),,2. NO,
4. South East,1. Abia,105. IKWUANO,2. Rural,638,10096,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10103,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,2. Stayed the same
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10103,2. NON-FARM FAMILY BUSINESS,,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10103,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,2. Stayed the same
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10103,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10103,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,1. YES,3. Reduced
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10103,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10103,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10103,8. PENSION,,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10103,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10103,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10103,96. OTHER (SPECIFY),,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10103,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10106,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,2. Stayed the same
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10106,2. NON-FARM FAMILY BUSINESS,,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10106,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,3. Reduced
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10106,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10106,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10106,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10106,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10106,8. PENSION,,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10106,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10106,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10106,96. OTHER (SPECIFY),,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10106,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10108,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10108,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10108,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,2. Stayed the same
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10108,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10108,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10108,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10108,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10108,8. PENSION,,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10108,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10108,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10108,96. OTHER (SPECIFY),,2. NO,
4. South East,1. Abia,108. ISUIKWATO,2. Rural,904,10108,99. TOTAL HOUSEHOLD INCOME,,,2. Stayed the same
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,2. NON-FARM FAMILY BUSINESS,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,8. PENSION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,96. OTHER (SPECIFY),,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19001,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,8. PENSION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,96. OTHER (SPECIFY),,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19007,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,2. NON-FARM FAMILY BUSINESS,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,1. YES,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,8. PENSION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,96. OTHER (SPECIFY),,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19008,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,1. YES,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,1. YES,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,8. PENSION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,96. OTHER (SPECIFY),,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19010,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,8. PENSION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,96. OTHER (SPECIFY),,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,46,19012,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,2. Stayed the same
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,2. NON-FARM FAMILY BUSINESS,,1. YES,2. Stayed the same
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,8. PENSION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,96. OTHER (SPECIFY),,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19017,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,8. PENSION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,96. OTHER (SPECIFY),,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19018,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,8. PENSION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,96. OTHER (SPECIFY),,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19020,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,8. PENSION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,96. OTHER (SPECIFY),,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,806,19024,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,2. NON-FARM FAMILY BUSINESS,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,1. YES,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,8. PENSION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,96. OTHER (SPECIFY),,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19026,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,1. YES,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,8. PENSION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,96. OTHER (SPECIFY),,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19029,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,2. NON-FARM FAMILY BUSINESS,,1. YES,2. Stayed the same
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,4. REMITTANCES FROM ABROAD,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,8. PENSION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,96. OTHER (SPECIFY),,2. NO,
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19033,99. TOTAL HOUSEHOLD INCOME,,,2. Stayed the same
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19035,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
4. South East,1. Abia,102. ABA SOUTH,1. Urban,2486,19035,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
